gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2608289356	264	38.17	3	264	1	260	2.0e-46	179	COG3694	ABC-type uncharacterized transport system, permease component	260
2608289359	270	26.67	13	266	1	255	2.0e-12	66.2	COG0730	Uncharacterized membrane protein YfcA	258
2608289368	131	23.75	1	127	3	158	1.0e-06	45.3	COG2236	Hypoxanthine phosphoribosyltransferase	192
2608289370	68	46.55	11	68	1	58	2.0e-04	37.6	COG0828	Ribosomal protein S21	67
2608289372	197	25.47	3	161	10	167	3.0e-13	68.7	COG0572	Uridine kinase	218
2608289377	226	27.95	4	161	1	161	5.0e-29	121	COG3340	Peptidase E	224
2608289390	868	27.6	5	862	3	859	3.0e-115	410	COG0308	Aminopeptidase N	859
2608289394	391	51.83	9	390	13	394	0.0e+00	499	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	394
2608289396	159	42.59	1	157	1	160	3.0e-44	171	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2608289399	335	44.73	15	324	8	318	2.0e-79	289	COG0042	tRNA-dihydrouridine synthase	323
2608289404	139	22.56	6	138	7	135	4.0e-15	74.1	COG0824	Acyl-CoA thioesterase FadM	137
2608289407	134	25.2	4	126	3	120	6.0e-10	56.8	COG3686	Uncharacterized conserved protein, MAPEG superfamily	125
2608289409	94	27.38	1	84	1	83	1.0e-08	51	COG5470	Uncharacterized conserved protein, DUF1330 family	96
2608289421	135	21.64	1	132	1	133	1.0e-09	55.8	COG1765	Uncharacterized OsmC-related protein	137
2608289424	127	33.04	26	126	25	136	5.0e-18	83.1	COG4446	Uncharacterized conserved protein, DUF1499 family	141
2608289429	261	34	13	261	18	267	3.0e-26	112	COG1108	ABC-type Mn2+/Zn2+ transport system, permease component	274
2608289430	144	27.21	10	144	9	144	2.0e-18	85	COG0735	Fe2+ or Zn2+ uptake regulation protein	145
2608289431	256	35.98	1	237	2	225	3.0e-54	205	COG1121	ABC-type Mn2+/Zn2+ transport system, ATPase component	254
2608289439	480	50.73	4	478	2	476	0.0e+00	583	COG2308	Uncharacterized conserved protein, circularly permuted ATPgrasp superfamily	488
2608289440	313	37.58	2	311	1	307	1.0e-69	257	COG2307	Uncharacterized conserved protein, Alpha-E superfamily	313
2608289441	285	28.63	1	250	11	272	2.0e-30	125	COG1305	Transglutaminase-like enzyme, putative cysteine protease	319
2608289446	289	22.11	20	282	1	293	5.0e-17	82.2	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2608289448	409	19.47	41	408	35	388	2.0e-04	40.6	COG2814	Predicted arabinose efflux permease, MFS family	394
2608289450	340	39.34	8	340	1	315	9.0e-72	263	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2608289451	523	21.81	1	501	6	532	6.0e-47	182	COG0747	ABC-type transport system, periplasmic component	556
2608289453	433	43.07	1	321	1	326	4.0e-88	318	COG0460	Homoserine dehydrogenase	333
2608289454	139	34.59	9	139	11	143	3.0e-28	117	COG2166	Sulfur transfer protein SufE, Fe-S center assembly	144
2608289455	185	29.47	3	183	1	187	4.0e-21	94.6	COG0212	5-formyltetrahydrofolate cyclo-ligase	191
2608289456	157	38	4	152	1	149	9.0e-37	146	COG0817	Holliday junction resolvasome RuvABC endonuclease subunit	160
2608289457	362	53.24	7	346	11	350	5.0e-108	384	COG1239	Mg-chelatase subunit ChlI	423
2608289458	249	33.33	7	249	2	242	6.0e-52	197	COG0565	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase	242
2608289461	199	33.84	5	194	2	184	8.0e-33	133	COG0742	16S rRNA G966 N2-methylase RsmD	187
2608289462	205	43.14	3	205	3	204	2.0e-61	228	COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	204
2608289465	387	27.8	178	371	192	355	1.0e-12	67.6	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	360
2608289466	863	49.64	12	848	1	800	0.0e+00	911	COG0188	DNA gyrase/topoisomerase IV, subunit A	804
2608289467	403	20.74	1	387	1	383	1.0e-12	67.8	COG0644	Dehydrogenase (flavoprotein)	396
2608289468	527	41.12	10	521	1	497	4.0e-123	435	COG1543	Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains	504
2608289469	546	51.89	7	428	2	407	3.0e-124	438	COG0119	Isopropylmalate/homocitrate/citramalate synthases	409
2608289472	298	48.78	4	290	2	283	4.0e-91	328	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	283
2608289473	300	41.21	9	299	1	321	7.0e-69	254	COG0142	Geranylgeranyl pyrophosphate synthase	322
2608289474	159	43.06	1	140	1	144	1.0e-30	125	COG1963	Acid phosphatase family membrane protein YuiD	153
2608289475	463	34.27	4	456	4	451	1.0e-104	374	COG1797	Cobyrinic acid a,c-diamide synthase	451
2608289476	433	21.9	117	389	33	288	4.0e-24	106	COG3429	Glucose-6-phosphate dehydrogenase assembly protein OpcA, contains a peptidoglycan-binding domain	314
2608289477	507	47.78	15	507	1	483	0.0e+00	617	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2608289484	331	54.75	18	331	1	314	3.0e-114	404	COG0462	Phosphoribosylpyrophosphate synthetase	314
2608289485	506	30.59	2	506	6	517	6.0e-101	361	COG1640	4-alpha-glucanotransferase	520
2608289487	552	33.4	20	486	17	476	4.0e-102	365	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	517
2608289488	463	23.89	14	439	25	513	3.0e-58	219	COG1982	Arginine/lysine/ornithine decarboxylase	557
2608289489	285	31.8	1	281	4	264	2.0e-25	110	COG0575	CDP-diglyceride synthetase	265
2608289490	299	22.1	55	297	18	279	1.0e-17	84	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2608289491	363	27.3	1	353	3	351	1.0e-60	227	COG0371	Glycerol dehydrogenase or related enzyme, iron-containing ADH family	360
2608289492	842	54.39	4	822	1	778	0.0e+00	951	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	786
2608289493	146	23.46	1	143	11	172	4.0e-12	64.3	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2608289494	457	37.53	25	426	2	394	5.0e-96	345	COG0019	Diaminopimelate decarboxylase	394
2608289495	301	35.63	2	246	7	247	4.0e-40	158	COG1624	Diadenylate cyclase (c-di-AMP synthetase), DisA_N domain	247
2608289496	267	52.81	22	252	15	245	6.0e-85	307	COG0020	Undecaprenyl pyrophosphate synthase	245
2608289497	335	49.39	7	329	5	327	1.0e-95	343	COG0502	Biotin synthase or related enzyme	335
2608289498	310	38.85	4	298	3	292	2.0e-84	306	COG1054	Predicted sulfurtransferase	308
2608289500	299	47.97	4	299	13	297	5.0e-110	390	COG0320	Lipoate synthase	306
2608289501	199	51.27	3	198	2	198	1.0e-70	259	COG0353	Recombinational DNA repair protein RecR	198
2608289503	590	38.6	21	590	13	567	8.0e-122	431	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2608289505	593	37.06	26	528	4	513	8.0e-116	411	COG0513	Superfamily II DNA and RNA helicase	513
2608289507	1208	20.85	10	1170	16	1139	2.0e-85	312	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	1139
2608289509	1060	19.18	4	1060	4	1074	3.0e-52	201	COG1330	Exonuclease V gamma subunit	1078
2608289511	238	59.66	2	235	1	238	2.0e-86	312	COG0854	Pyridoxine 5'-phosphate synthase PdxJ	243
2608289512	224	23.44	8	211	25	223	2.0e-13	69.6	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2608289514	76	35.29	1	76	2	85	5.0e-12	62.7	COG0271	Stress-induced morphogen (activity unknown)	90
2608289515	107	54.55	5	102	4	102	6.0e-37	145	COG0278	Glutaredoxin-related protein	105
2608289517	245	37.99	26	243	2	228	3.0e-36	145	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2608289519	514	24.76	5	509	1	487	3.0e-77	282	COG1233	Phytoene dehydrogenase-related protein	487
2608289520	470	55.63	4	456	4	438	0.0e+00	605	COG1206	Folate-dependent tRNA-U54 methylase TrmFO/GidA	439
2608289527	170	35.54	1	166	5	170	5.0e-28	117	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	179
2608289562	246	55.14	3	245	1	239	2.0e-94	338	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2608289563	343	37.56	133	337	19	218	7.0e-44	171	COG0765	ABC-type amino acid transport system, permease component	222
2608289564	297	30	61	290	10	216	3.0e-35	142	COG0765	ABC-type amino acid transport system, permease component	222
2608289565	349	26.89	1	258	3	254	2.0e-22	100	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2608289569	320	22.66	2	278	8	259	3.0e-14	72.6	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2608289584	606	18.38	82	488	46	445	8.0e-33	135	COG1538	Outer membrane protein TolC	457
2608289585	982	38.9	269	977	2	705	0.0e+00	595	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	709
2608289589	282	32.82	22	280	6	250	2.0e-19	90.1	COG1989	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase	254
2608289590	446	37.95	62	446	10	397	4.0e-83	302	COG1459	Type II secretory pathway, component PulF	397
2608289591	358	53.01	1	348	3	351	6.0e-128	450	COG2805	Tfp pilus assembly protein PilT, pilus retraction ATPase	353
2608289592	594	47.59	151	584	75	498	0.0e+00	467	COG2804	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	500
2608289600	194	15.5	9	137	2	126	6.0e-03	34.3	COG2165	Type II secretory pathway, pseudopilin PulG	149
2608289605	632	26.62	120	622	98	611	4.0e-85	309	COG3914	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	620
2608289607	240	40.4	1	235	1	248	4.0e-60	224	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	248
2608289611	212	34.69	1	185	1	192	4.0e-38	151	COG2135	Putative SOS response-associated peptidase YedK	226
2608289619	177	40.31	49	177	27	148	1.0e-32	132	COG3019	Uncharacterized conserved protein	149
2608289631	434	19.03	1	431	10	415	8.0e-23	101	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2608289635	449	42.86	8	444	3	437	2.0e-84	306	COG0733	Na+-dependent transporter, SNF family	439
2608289636	567	29.95	26	567	3	488	2.0e-76	280	COG0397	Uncharacterized conserved protein YdiU, UPF0061 family	488
2608289637	140	22.88	21	137	9	125	4.0e-05	40.9	COG1917	Cupin domain protein related to quercetin dioxygenase	131
2608289650	363	57.8	1	363	2	372	0.0e+00	465	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	372
2608289651	353	22.4	4	350	3	360	2.0e-24	107	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2608289652	976	44.39	369	976	12	593	0.0e+00	593	COG0749	DNA polymerase I - 3'-5' exonuclease and polymerase domains	593
2608289653	489	48.37	1	489	1	464	0.0e+00	539	COG0215	Cysteinyl-tRNA synthetase	464
2608289654	408	53.77	2	399	2	380	0.0e+00	512	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	385
2608289657	116	39.66	51	108	3	60	3.0e-15	73.8	COG3411	(2Fe-2S) ferredoxin	64
2608289658	360	28.06	85	357	78	337	9.0e-30	124	COG0429	Predicted hydrolase of the alpha/beta-hydrolase fold	345
2608289659	479	42.03	13	471	11	463	3.0e-123	435	COG1282	NAD/NADP transhydrogenase beta subunit	463
2608289661	376	44.51	3	366	1	355	3.0e-95	342	COG3288	NAD/NADP transhydrogenase alpha subunit	356
2608289664	458	49.19	13	319	6	304	7.0e-87	314	COG0492	Thioredoxin reductase	305
2608289665	88	47.83	2	70	7	73	1.0e-13	68.3	COG0361	Translation initiation factor IF-1	75
2608289667	320	22.78	1	278	1	273	1.0e-23	104	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2608289668	316	18.33	15	311	4	282	2.0e-22	100	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2608289669	174	55.28	1	161	3	163	2.0e-47	182	COG0440	Acetolactate synthase, small subunit	163
2608289670	201	23.84	30	201	1	143	4.0e-19	88	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2608289675	206	34	2	201	5	184	2.0e-43	168	COG0424	Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily	193
2608289676	509	41.28	11	508	1	481	0.0e+00	475	COG1492	Cobyric acid synthase	486
2608289680	343	21.1	48	343	1	299	2.0e-31	129	COG1840	ABC-type Fe3+ transport system, periplasmic component	299
2608289681	221	34.52	28	217	28	224	4.0e-34	138	COG3128	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	229
2608289684	291	61.56	1	290	5	298	0.0e+00	482	COG0752	Glycyl-tRNA synthetase, alpha subunit	298
2608289692	174	26.32	1	169	2	150	8.0e-18	83.5	COG0716	Flavodoxin	151
2608289694	95	43.9	3	84	5	86	2.0e-08	50.6	COG4095	Uncharacterized conserved protein, contains PQ loop repeat	89
2608289696	261	24.41	5	257	58	307	6.0e-13	68	COG0679	Predicted permease	311
2608289698	601	26.91	6	430	3	412	6.0e-41	162	COG1807	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	535
2608289699	358	18.7	1	356	1	380	2.0e-21	97	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608289700	304	21.58	1	292	13	289	1.0e-04	41	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2608289701	269	41.7	5	243	53	296	2.0e-54	206	COG0616	Periplasmic serine protease, ClpP class	317
2608289702	123	36.44	5	121	1	118	3.0e-28	117	COG4401	Chorismate mutase	125
2608289705	128	20.63	3	128	1	112	1.0e-05	42.2	COG0594	RNase P protein component	117
2608289707	380	17.9	35	346	28	303	2.0e-10	60.8	COG0706	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins	314
2608289708	488	27.89	103	466	110	488	1.0e-46	181	COG0464	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family	494
2608289709	431	50.12	8	424	2	420	0.0e+00	509	COG0172	Seryl-tRNA synthetase	429
2608289710	359	28.72	1	351	3	374	3.0e-32	132	COG0750	Membrane-associated protease RseP, regulator of RpoE activity	375
2608289711	100	55.74	40	100	1	61	1.0e-14	71	COG0199	Ribosomal protein S14	61
2608289712	721	51.14	2	703	3	692	0.0e+00	836	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	692
2608289713	298	26.99	9	294	4	276	3.0e-40	159	COG1218	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	276
2608289714	287	44.53	13	286	1	270	4.0e-83	301	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI	275
2608289719	441	47.52	13	430	2	421	0.0e+00	502	COG0677	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	436
2608289720	363	25.48	7	361	2	341	9.0e-50	191	COG0673	Predicted dehydrogenase	342
2608289721	418	16.58	35	413	18	376	3.0e-14	73.5	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608289722	347	36.53	11	342	12	342	2.0e-69	256	COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	358
2608289723	329	37.04	5	326	3	323	4.0e-67	248	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	324
2608289724	367	33.16	1	364	4	370	3.0e-75	275	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2608289725	243	39.7	1	197	40	223	3.0e-43	168	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	226
2608289726	635	35.67	21	629	5	579	0.0e+00	484	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	588
2608289727	357	21.15	9	357	16	377	4.0e-21	96.2	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608289731	515	22.12	6	408	5	427	3.0e-25	110	COG1807	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	535
2608289732	474	36.64	7	457	2	414	2.0e-91	329	COG1004	UDP-glucose 6-dehydrogenase	414
2608289733	355	27.22	8	346	1	314	2.0e-50	192	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2608289734	476	46.57	5	338	1	331	2.0e-117	416	COG0836	Mannose-1-phosphate guanylyltransferase	333
2608289734	476	47.62	350	475	2	127	1.0e-32	134	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	127
2608289735	314	28.75	1	308	11	313	3.0e-38	152	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2608289736	367	68.66	13	363	2	343	0.0e+00	570	COG1089	GDP-D-mannose dehydratase	345
2608289737	352	38.4	5	352	2	327	7.0e-102	364	COG1087	UDP-glucose 4-epimerase	329
2608289739	329	28.3	3	317	3	308	7.0e-38	151	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
2608289740	387	17.36	4	387	7	376	5.0e-13	69.3	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608289743	370	22.16	4	370	4	377	2.0e-18	87.4	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608289744	622	30.84	1	568	1	490	2.0e-88	320	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	542
2608289750	112	45.79	5	111	20	126	3.0e-24	103	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	127
2608289753	576	24.64	22	574	136	678	1.0e-62	235	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	709
2608289754	292	15.41	1	292	1	287	3.0e-07	49.8	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2608289755	317	30.15	3	313	1	313	3.0e-43	168	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2608289756	412	29.17	2	239	1	233	3.0e-28	120	COG1208	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis proteins	358
2608289757	327	25.38	1	321	1	326	3.0e-27	116	COG2605	Predicted kinase related to galactokinase and mevalonate kinase	333
2608289758	206	32.69	2	157	6	160	2.0e-19	89.5	COG0279	Phosphoheptose isomerase	176
2608289761	521	23.36	13	352	12	344	4.0e-33	136	COG2089	Sialic acid synthase SpsE, contains C-terminal SAF domain	347
2608289762	347	28.43	1	197	1	186	4.0e-16	79.2	COG1083	CMP-N-acetylneuraminic acid synthetase	228
2608289769	289	36.3	9	285	9	289	1.0e-64	240	COG2089	Sialic acid synthase SpsE, contains C-terminal SAF domain	347
2608289770	302	43.26	110	287	1	176	1.0e-46	180	COG0279	Phosphoheptose isomerase	176
2608289771	264	19.84	26	262	22	271	2.0e-15	76.4	COG1082	Sugar phosphate isomerase/epimerase	274
2608289772	227	33.33	1	223	2	224	6.0e-34	137	COG1083	CMP-N-acetylneuraminic acid synthetase	228
2608289773	250	28.14	2	246	1	251	1.0e-33	136	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608289774	253	21.67	3	250	1	251	2.0e-24	106	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608289775	271	26.26	4	269	1	251	2.0e-29	123	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608289777	582	38.54	8	558	6	561	7.0e-129	454	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	562
2608289778	558	15.12	14	425	2	449	3.0e-17	83.6	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2608289779	205	40.59	5	204	1	199	3.0e-46	178	COG1974	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	201
2608289780	308	52.43	5	308	2	310	2.0e-110	392	COG0078	Ornithine carbamoyltransferase	310
2608289781	620	53.91	20	619	1	594	0.0e+00	667	COG0465	ATP-dependent Zn proteases	596
2608289782	364	42.07	3	147	1	144	8.0e-47	181	COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	146
2608289785	424	26.53	229	424	1	186	3.0e-24	106	COG2242	Precorrin-6B methylase 2	187
2608289786	302	39.12	3	293	1	280	7.0e-63	234	COG0061	NAD kinase	281
2608289787	345	53.13	19	344	1	335	3.0e-116	411	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	335
2608289788	269	42.53	4	258	1	247	1.0e-68	253	COG0496	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	252
2608289790	307	34.87	4	303	7	304	5.0e-63	234	COG0196	FAD synthase	304
2608289791	351	40.89	154	351	8	210	2.0e-52	200	COG0352	Thiamine monophosphate synthase	211
2608289792	69	34.78	1	69	3	68	6.0e-07	46	COG2104	Sulfur carrier protein ThiS (thiamine biosynthesis)	68
2608289795	218	44.44	5	218	36	251	7.0e-56	210	COG1691	NCAIR mutase (PurE)-related protein	254
2608289797	167	52.5	8	167	1	158	1.0e-56	212	COG0245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	159
2608289799	245	44.89	4	226	1	225	9.0e-80	289	COG0336	tRNA G37 N-methylase TrmD	240
2608289800	303	48.84	2	302	2	298	1.0e-91	329	COG1159	GTPase Era, involved in 16S rRNA processing	298
2608289802	245	23.5	8	240	7	231	4.0e-11	62.2	COG0670	Integral membrane protein, interacts with FtsH	233
2608289803	318	43.48	1	317	7	328	5.0e-91	328	COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase	348
2608289804	121	45.88	1	82	1	85	2.0e-18	84.5	COG0228	Ribosomal protein S16	87
2608289805	489	52.85	1	455	1	451	0.0e+00	544	COG0541	Signal recognition particle GTPase	451
2608289807	345	47.65	6	344	11	344	2.0e-107	382	COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	358
2608289808	313	42.94	13	310	4	335	4.0e-72	265	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2608289809	521	27.4	241	514	20	283	6.0e-31	129	COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	284
2608289810	385	42.82	21	384	1	352	3.0e-100	359	COG0482	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain	356
2608289811	495	19.05	18	486	23	503	3.0e-28	120	COG0815	Apolipoprotein N-acyltransferase	518
2608289816	295	48.28	32	292	1	253	7.0e-74	270	COG0134	Indole-3-glycerol phosphate synthase	254
2608289817	479	40.98	5	471	2	454	5.0e-115	408	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2608289818	237	35.78	1	226	33	250	9.0e-42	163	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	260
2608289819	456	54.78	16	430	4	418	0.0e+00	536	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	421
2608289821	410	33.95	4	409	6	425	5.0e-78	285	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase	427
2608289822	451	22.37	49	444	31	459	3.0e-35	143	COG0277	FAD/FMN-containing dehydrogenase	459
2608289823	411	22.28	7	409	9	395	3.0e-25	109	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	421
2608289825	463	41.2	18	462	2	435	3.0e-130	458	COG0621	tRNA A37 methylthiotransferase MiaB	437
2608289826	355	33.43	5	353	1	317	5.0e-73	268	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	317
2608289829	371	56.16	11	343	2	334	5.0e-100	358	COG0206	Cell division GTPase FtsZ	338
2608289831	257	50	1	231	2	227	7.0e-73	267	COG0413	Ketopantoate hydroxymethyltransferase	268
2608289833	407	32.67	2	396	31	406	1.0e-72	267	COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	416
2608289834	369	38.33	1	354	1	356	2.0e-81	296	COG4956	Uncharacterized conserved protein YacL, contains PIN and TRAM domains	356
2608289835	220	43.4	6	217	5	197	5.0e-58	217	COG0740	ATP-dependent protease ClpP, protease subunit	200
2608289836	203	62.44	8	203	4	199	1.0e-71	262	COG0740	ATP-dependent protease ClpP, protease subunit	200
2608289837	329	68.39	1	329	2	330	0.0e+00	521	COG0059	Ketol-acid reductoisomerase	338
2608289838	339	27.08	2	335	1	314	4.0e-50	192	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
2608289844	91	48.35	1	91	2	92	1.0e-24	104	COG0776	Bacterial nucleoid DNA-binding protein	94
2608289845	677	38.78	1	656	9	686	0.0e+00	543	COG1523	Pullulanase/glycogen debranching enzyme	697
2608289847	448	23.37	3	439	16	434	9.0e-56	211	COG2211	Na+/melibiose symporter or related transporter	467
2608289848	237	35.47	4	237	34	264	1.0e-42	166	COG0767	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE	267
2608289851	197	44.9	1	193	4	199	3.0e-40	158	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	200
2608289852	242	39.06	8	239	11	234	5.0e-50	191	COG0284	Orotidine-5'-phosphate decarboxylase	240
2608289853	412	37.41	1	405	1	393	7.0e-90	324	COG0162	Tyrosyl-tRNA synthetase	401
2608289856	490	45.84	47	489	44	482	0.0e+00	475	COG0260	Leucyl aminopeptidase	485
2608289857	200	32.5	23	178	7	165	7.0e-41	160	COG0225	Peptide methionine sulfoxide reductase MsrA	174
2608289858	392	31.87	3	388	2	376	7.0e-88	317	COG0763	Lipid A disaccharide synthetase	381
2608289859	280	47.04	16	266	5	254	2.0e-77	282	COG1043	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	260
2608289860	152	52.45	11	152	3	145	2.0e-44	171	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	147
2608289861	282	38.24	13	276	6	275	2.0e-66	245	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase	300
2608289862	712	23.26	84	707	191	763	3.0e-59	224	COG4775	Outer membrane protein assembly factor BamA	766
2608289863	242	47.06	3	240	2	236	1.0e-68	252	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	247
2608289864	443	42.32	15	435	1	422	0.0e+00	467	COG0151	Phosphoribosylamine-glycine ligase	428
2608289865	689	29.42	212	659	32	446	2.0e-54	207	COG5002	Signal transduction histidine kinase	459
2608289866	509	40.84	14	269	2	260	2.0e-49	190	COG0467	RecA-superfamily ATPase, KaiC/GvpD/RAD55 family	260
2608289868	146	37.25	17	118	1	102	1.0e-22	99.1	COG0261	Ribosomal protein L21	103
2608289869	86	68.24	1	85	1	82	6.0e-26	108	COG0211	Ribosomal protein L27	87
2608289871	307	27.45	1	305	11	270	6.0e-47	181	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	271
2608289872	391	33.23	61	385	68	392	4.0e-56	212	COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	397
2608289873	312	41.85	1	312	2	292	3.0e-76	278	COG1234	Ribonuclease BN, tRNA processing enzyme	292
2608289876	99	31.37	3	99	1	102	1.0e-17	80.9	COG0633	Ferredoxin	102
2608289877	303	31.68	4	298	2	299	2.0e-60	226	COG2264	Ribosomal protein L11 methylase PrmA	300
2608289878	528	48.72	1	309	3	312	1.0e-88	320	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
