gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2608289825	463	20	460	0.0e+00	475	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2608289825	463	20	463	0.0e+00	434.6	TIGR01574	tRNA-N(6)-(isopentenyl)adenosine-37 thiotransferase enzyme MiaB
2608289826	355	8	353	1.3e-101	325.7	TIGR01205	D-alanine--D-alanine ligase
2608289829	371	5	354	0.0e+00	449.6	TIGR00065	cell division protein FtsZ
2608289831	257	1	256	9.9e-82	260.4	TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
2608289833	407	6	383	2.5e-68	216.7	TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase
2608289835	220	3	212	7.9e-58	181.4	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2608289836	203	7	196	6.3e-92	292.7	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2608289837	329	15	329	0.0e+00	462	TIGR00465	ketol-acid reductoisomerase
2608289838	339	4	337	1.3e-56	178	TIGR00380	cobalamin biosynthesis protein CobD
2608289845	677	6	666	0.0e+00	593.7	TIGR02100	glycogen debranching enzyme GlgX
2608289848	237	1	237	8.7e-66	208.2	TIGR00056	ABC transport permease subunit
2608289851	197	1	196	2.1e-57	180.1	TIGR00023	acyl-phosphate glycerol 3-phosphate acyltransferase
2608289852	242	11	235	7.1e-50	155.7	TIGR01740	orotidine 5'-phosphate decarboxylase, subfamily 1
2608289853	412	5	411	1.3e-115	372.7	TIGR00234	tyrosyl-tRNA synthetase
2608289857	200	23	172	1.3e-37	115.6	TIGR00401	methionine-S-sulfoxide reductase
2608289858	392	1	390	2.9e-93	298.7	TIGR00215	lipid-A-disaccharide synthase
2608289859	280	17	272	4.5e-93	297.2	TIGR01852	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
2608289860	152	12	150	1.3e-57	179.7	TIGR01750	beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ
2608289861	282	11	280	6.5e-71	225	TIGR00325	UDP-3-0-acyl N-acetylglucosamine deacetylase
2608289863	242	1	242	1.2e-68	217.6	TIGR00081	phosphoribosylaminoimidazole-succinocarboxamide synthase
2608289864	443	15	437	0.0e+00	475.5	TIGR00877	phosphoribosylamine--glycine ligase
2608289865	689	297	416	2.1e-10	27	TIGR00229	PAS domain S-box
2608289866	509	15	498	0.0e+00	983.6	TIGR02655	circadian clock protein KaiC
2608289867	105	4	90	1.4e-59	184.4	TIGR02654	circadian clock protein KaiB
2608289868	146	18	118	8.7e-36	108.6	TIGR00061	ribosomal protein L21
2608289869	86	1	85	2.4e-39	119.6	TIGR00062	ribosomal protein L27
2608289871	307	4	214	6.8e-65	204.7	TIGR00431	tRNA pseudouridine(55) synthase
2608289872	391	131	385	5.8e-92	294.4	TIGR02669	SpoIID/LytB domain
2608289873	312	2	311	3.0e-118	380.2	TIGR02651	ribonuclease Z
2608289876	99	2	99	2.1e-56	174	TIGR02008	ferredoxin [2Fe-2S]
2608289877	303	6	292	1.9e-71	226.8	TIGR00406	ribosomal protein L11 methyltransferase
2608289878	528	3	528	0.0e+00	676.4	TIGR01327	D-3-phosphoglycerate dehydrogenase
2608289880	263	2	262	9.3e-114	364.8	TIGR03069	photosystem II S4 domain protein
2608289883	183	6	183	1.5e-68	216.5	TIGR04026	PPOX class probable FMN-dependent enzyme, alr4036 family
2608289888	468	14	463	1.9e-113	365.8	TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase
2608289895	410	6	403	2.7e-130	420.7	TIGR00275	flavoprotein, HI0933 family
2608289939	295	122	294	5.6e-30	90.5	TIGR00730	TIGR00730 family protein
2608289964	89	5	62	8.1e-20	56.5	TIGR01411	twin arginine-targeting protein translocase, TatA/E family
2608289973	540	17	525	0.0e+00	694.8	TIGR01307	phosphoglycerate mutase (2,3-diphosphoglycerate-independent)
2608289974	75	2	73	3.5e-23	67.7	TIGR00810	protein translocase, SecG subunit
2608289975	545	2	527	0.0e+00	820.5	TIGR02348	chaperonin GroL
2608289977	486	11	482	0.0e+00	825.7	TIGR01039	ATP synthase, F1 beta subunit
2608289978	134	2	133	4.3e-40	122.9	TIGR01216	ATP synthase, F1 epsilon subunit (delta in mitochondria)
2608289983	413	46	207	2.4e-19	55.8	TIGR00231	small GTP-binding protein domain
2608289984	192	7	185	8.0e-27	80.6	TIGR00482	nicotinate (nicotinamide) nucleotide adenylyltransferase
2608289985	565	273	552	2.4e-62	196.4	TIGR00552	NAD+ synthetase
2608289988	108	2	99	1.7e-27	81.3	TIGR02008	ferredoxin [2Fe-2S]
2608289989	316	1	316	1.3e-107	345.8	TIGR01146	ATP synthase, F1 gamma subunit
2608289990	505	3	503	0.0e+00	837.5	TIGR00962	proton translocating ATP synthase, F1 alpha subunit
2608289991	180	7	178	2.0e-47	147.7	TIGR01145	ATP synthase, F1 delta subunit
2608289992	170	21	167	4.0e-21	61.6	TIGR01144	ATP synthase, F0 subunit b
2608289993	153	24	153	1.1e-20	60.2	TIGR01144	ATP synthase, F0 subunit b
2608289994	81	11	77	7.5e-21	60.2	TIGR01260	ATP synthase, F0 subunit c
2608289996	241	10	237	6.2e-41	126.8	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2608290001	136	20	134	1.0e-39	121.2	TIGR03139	7-cyano-7-deazaguanine reductase
2608290004	270	6	242	1.0e-74	236.7	TIGR00478	TlyA family rRNA methyltransferase/putative hemolysin
2608290005	431	1	430	0.0e+00	538.3	TIGR00928	adenylosuccinate lyase
2608290006	461	5	461	0.0e+00	621.9	TIGR00979	fumarate hydratase, class II
2608290008	379	11	376	9.0e-103	329.7	TIGR00858	8-amino-7-oxononanoate synthase
2608290011	221	11	165	3.7e-43	133.6	TIGR00347	dethiobiotin synthase
2608290012	433	17	431	0.0e+00	485.4	TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase
2608290015	237	22	216	9.9e-37	112.4	TIGR00138	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
2608290022	348	1	348	1.5e-117	378.5	TIGR00048	23S rRNA (adenine(2503)-C(2))-methyltransferase
2608290024	1366	36	1261	0.0e+00	2172.1	TIGR02388	DNA-directed RNA polymerase, beta'' subunit
2608290025	634	11	633	0.0e+00	1294.8	TIGR02387	DNA-directed RNA polymerase, gamma subunit
2608290026	1097	193	798	0.0e+00	1002.9	TIGR02013	DNA-directed RNA polymerase, beta subunit
2608290027	264	6	260	1.3e-84	269.5	TIGR00010	hydrolase, TatD family
2608290028	97	1	94	2.4e-24	72	TIGR00029	ribosomal protein S20
2608290029	440	45	437	0.0e+00	543.9	TIGR00069	histidinol dehydrogenase
2608290030	231	1	221	7.4e-82	260	TIGR00021	ribose 5-phosphate isomerase
2608290033	468	8	377	3.1e-100	321.4	TIGR01953	transcription termination factor NusA
2608290035	1128	533	1127	0.0e+00	826	TIGR00487	translation initiation factor IF-2
2608290035	1128	620	785	2.0e-34	105.8	TIGR00231	small GTP-binding protein domain
2608290041	408	2	408	0.0e+00	611.8	TIGR03542	LL-diaminopimelate aminotransferase
2608290042	605	11	415	0.0e+00	436.9	TIGR00757	ribonuclease, Rne/Rng family
2608290048	106	8	106	2.5e-49	151.9	TIGR01049	ribosomal protein S10, bacterial/organelle
2608290049	399	1	399	0.0e+00	744.6	TIGR00485	translation elongation factor TU
2608290049	399	10	159	3.0e-18	53.2	TIGR00231	small GTP-binding protein domain
2608290050	691	1	689	0.0e+00	1140.9	TIGR00484	translation elongation factor EF-G
2608290050	691	8	181	1.8e-36	113	TIGR00231	small GTP-binding protein domain
2608290051	156	3	156	4.7e-67	210.8	TIGR01029	ribosomal protein S7, bacterial/organelle
2608290052	124	1	124	4.1e-72	226.1	TIGR00981	ribosomal protein S12, bacterial/organelle
2608290055	297	1	296	6.9e-114	366.1	TIGR00510	lipoate synthase
2608290063	742	2	742	0.0e+00	1371.4	TIGR01336	photosystem I core protein PsaB
2608290064	767	1	767	0.0e+00	1252.8	TIGR01335	photosystem I core protein PsaA
2608290065	606	363	604	2.7e-82	261.9	TIGR01466	precorrin-3B C17-methyltransferase
2608290066	262	5	204	6.1e-46	143.5	TIGR01548	haloacid dehalogenase superfamily, subfamily IA hydrolase, TIGR01548
2608290069	399	25	399	1.3e-108	349.2	TIGR00492	alanine racemase
2608290071	364	2	362	0.0e+00	475.3	TIGR00019	peptide chain release factor 1
2608290072	106	22	88	5.4e-28	83.2	TIGR00105	ribosomal protein L31
2608290074	143	3	143	2.0e-66	208.3	TIGR01066	ribosomal protein L13, bacterial type
2608290075	268	2	240	1.6e-68	216.8	TIGR00071	tRNA pseudouridine(38-40) synthase
2608290076	116	6	116	4.1e-42	129.3	TIGR00059	ribosomal protein L17
2608290077	311	19	307	1.2e-95	306.1	TIGR02027	DNA-directed RNA polymerase, alpha subunit, bacterial and chloroplast-type
2608290078	130	11	127	3.3e-60	187.9	TIGR03632	30S ribosomal protein S11
2608290079	121	3	114	2.1e-51	159.3	TIGR03631	30S ribosomal protein S13
2608290081	439	25	433	1.0e-129	419	TIGR00967	preprotein translocase, SecY subunit
2608290082	152	4	147	4.5e-50	155.4	TIGR01071	ribosomal protein L15, bacterial/organelle
2608290083	207	48	204	4.9e-64	201	TIGR01021	ribosomal protein S5, bacterial/organelle type
2608290084	122	6	122	1.4e-46	143.7	TIGR00060	ribosomal protein L18, bacterial type
2608290085	179	2	176	3.1e-73	231.3	TIGR03654	ribosomal protein L6, bacterial type
2608290088	118	15	117	2.1e-34	104.3	TIGR01079	ribosomal protein L24, bacterial/organelle
2608290089	121	1	121	3.5e-59	184.2	TIGR01067	ribosomal protein L14, bacterial/organelle
2608290090	88	3	74	1.4e-36	110.7	TIGR03635	30S ribosomal protein S17
2608290091	72	9	64	3.5e-19	54.9	TIGR00012	ribosomal protein L29
2608290092	160	2	129	8.4e-65	202.8	TIGR01164	ribosomal protein L16, bacterial/organelle
2608290093	243	1	214	8.6e-90	286.1	TIGR01009	ribosomal protein S3, bacterial type
2608290094	128	13	115	6.7e-42	128.2	TIGR01044	ribosomal protein L22, bacterial type
2608290095	92	1	92	6.3e-49	150.5	TIGR01050	ribosomal protein S19, bacterial/organelle
2608290096	287	3	276	0.0e+00	433.7	TIGR01171	ribosomal protein L2, bacterial/organellar
2608290098	210	17	206	8.1e-70	220	TIGR03953	50S ribosomal protein L4, bacterial/organelle
2608290099	217	4	204	3.2e-85	271.1	TIGR03625	50S ribosomal protein L3, bacterial
2608290104	365	13	332	0.0e+00	534.1	TIGR02012	protein RecA
2608290108	501	3	494	0.0e+00	770.3	TIGR02733	C-3',4' desaturase CrtD
2608290112	386	19	190	2.8e-34	104.5	TIGR00708	cob(I)alamin adenosyltransferase
2608290113	274	15	271	6.8e-87	277.2	TIGR00268	TIGR00268 family protein
2608290114	144	20	131	8.5e-44	134.7	TIGR03330	S-adenosylmethionine decarboxylase proenzyme, Bacillus form
2608290115	297	2	297	4.7e-58	183	TIGR00611	recF protein
2608290119	372	6	371	1.0e-124	402.2	TIGR02048	glutamate--cysteine ligase, cyanobacterial, putative
2608290123	422	27	418	1.4e-112	362.3	TIGR02210	rod shape-determining protein RodA
2608290129	419	16	417	0.0e+00	474.5	TIGR03492	conserved hypothetical protein
2608290133	347	1	333	1.2e-127	411.6	TIGR00878	phosphoribosylaminoimidazole synthetase
2608290134	510	281	499	1.0e-78	251	TIGR00017	cytidylate kinase
2608290134	510	3	279	7.9e-74	235.1	TIGR00018	pantoate--beta-alanine ligase
2608290140	474	3	474	0.0e+00	665.1	TIGR00183	isocitrate dehydrogenase, NADP-dependent, prokaryotic type
2608290145	844	26	828	0.0e+00	1169.3	TIGR02093	glycogen/starch/alpha-glucan phosphorylases
2608290152	179	7	176	9.1e-49	151.2	TIGR02273	16S rRNA processing protein RimM
2608290153	631	2	631	0.0e+00	733.6	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
2608290154	81	2	81	6.9e-60	185.5	TIGR03048	photosystem I iron-sulfur protein PsaC
2608290155	79	2	78	8.6e-39	117.6	TIGR00517	acyl carrier protein
2608290156	414	5	411	0.0e+00	616.4	TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II
2608290157	668	10	668	0.0e+00	965.7	TIGR00232	transketolase, bacterial and yeast
2608290158	456	15	443	0.0e+00	696.5	TIGR00190	phosphomethylpyrimidine synthase
2608290160	394	17	373	2.1e-102	328.9	TIGR01891	amidohydrolase
2608290162	352	43	347	1.1e-121	391.5	TIGR00635	Holliday junction DNA helicase, RuvB subunit
2608290163	164	20	163	3.4e-56	175.4	TIGR00086	SsrA-binding protein
2608290165	512	1	498	0.0e+00	665.6	TIGR00499	lysyl-tRNA synthetase, eukaryotic and non-spirochete bacterial
2608290168	250	52	246	3.5e-30	91.1	TIGR00219	rod shape-determining protein MreC
2608290169	350	8	336	0.0e+00	465.5	TIGR00904	cell shape determining protein, MreB/Mrl family
2608290170	133	8	132	2.4e-38	118.2	TIGR00621	single stranded DNA-binding protein (ssb)
2608290172	472	14	464	0.0e+00	606.6	TIGR00936	adenosylhomocysteinase
2608290173	145	2	137	3.1e-35	107.1	TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE
2608290176	344	108	334	2.0e-34	105.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2608290176	344	35	332	0.0e+00	427.8	TIGR02997	RNA polymerase sigma factor, cyanobacterial RpoD-like family
2608290177	468	16	466	0.0e+00	514.1	TIGR00400	Mg2+ transporter (mgtE)
2608290181	655	14	655	0.0e+00	1056.7	TIGR01059	DNA gyrase, B subunit
2608290182	299	8	286	1.1e-85	273.3	TIGR00174	tRNA dimethylallyltransferase
2608290183	190	19	182	1.5e-69	218.9	TIGR00168	translation initiation factor IF-3
2608290185	245	6	167	6.7e-76	239.9	TIGR01172	serine O-acetyltransferase
2608290186	943	24	922	0.0e+00	1199.2	TIGR00963	preprotein translocase, SecA subunit
2608290190	158	14	154	5.3e-56	174.7	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2608290191	65	4	65	1.5e-19	55.9	TIGR03043	photosystem II core protein PsbZ
2608290192	913	85	912	0.0e+00	822.2	TIGR01070	DNA mismatch repair protein MutS
2608290194	333	1	332	4.9e-34	104	TIGR01128	DNA polymerase III, delta subunit
2608290195	586	1	413	1.6e-123	400	TIGR00657	aspartate kinase
2608290195	586	1	414	7.6e-121	390.8	TIGR00656	aspartate kinase, monofunctional class
2608290196	679	3	672	0.0e+00	1043	TIGR00631	excinuclease ABC, B subunit
2608290198	336	34	223	2.6e-54	170.1	TIGR02432	tRNA(Ile)-lysidine synthetase, N-terminal domain
2608290199	660	26	581	0.0e+00	627.8	TIGR00649	beta-CASP ribonuclease, RNase J family
2608290200	300	15	300	1.1e-107	345.2	TIGR00674	4-hydroxy-tetrahydrodipicolinate synthase
2608290201	343	13	342	1.5e-122	394.9	TIGR01296	aspartate-semialdehyde dehydrogenase (peptidoglycan organisms)
2608290202	481	16	430	4.6e-115	370.6	TIGR00115	trigger factor
2608290203	219	28	219	4.3e-109	348.7	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2608290204	455	1	441	0.0e+00	646.2	TIGR00382	endopeptidase Clp ATP-binding regulatory subunit (clpX)
2608290205	579	28	221	5.1e-53	166.5	TIGR00678	DNA polymerase III, delta' subunit
2608290205	579	5	362	0.0e+00	429.9	TIGR02397	DNA polymerase III, subunit gamma and tau
2608290207	517	218	506	9.9e-78	247.7	TIGR02669	SpoIID/LytB domain
2608290208	65	2	64	3.3e-30	90.5	TIGR00001	ribosomal protein L35
2608290209	115	1	114	3.9e-49	151.9	TIGR01032	ribosomal protein L20
2608290215	969	13	955	0.0e+00	1230.2	TIGR00461	glycine dehydrogenase (decarboxylating)
2608290216	129	4	129	1.0e-42	131.4	TIGR00527	glycine cleavage system H protein
2608290220	151	5	151	2.8e-41	127.6	TIGR00158	ribosomal protein L9
2608290221	460	27	460	0.0e+00	642.7	TIGR00665	replicative DNA helicase
2608290222	662	11	639	0.0e+00	864.3	TIGR00136	glucose-inhibited division protein A
2608290230	918	9	901	0.0e+00	1100.7	TIGR00422	valyl-tRNA synthetase
2608290233	279	27	271	4.4e-67	213.3	TIGR00444	MazG family protein
2608290234	283	7	275	1.0e-71	227.4	TIGR00417	spermidine synthase
2608290235	293	11	288	3.8e-75	239	TIGR01230	agmatinase
2608290236	370	3	368	2.9e-113	364.4	TIGR00528	glycine cleavage system T protein
2608290237	598	1	597	0.0e+00	784.4	TIGR00459	aspartyl-tRNA synthetase, bacterial type
2608290238	536	1	527	0.0e+00	824.5	TIGR00337	CTP synthase
2608290240	224	8	210	1.4e-68	216.5	TIGR00364	queuosine biosynthesis protein QueC
2608290243	267	3	241	8.8e-93	296.4	TIGR01469	uroporphyrin-III C-methyltransferase
2608290245	692	7	692	0.0e+00	817	TIGR03705	polyphosphate kinase 1
2608290246	339	104	333	3.3e-42	131	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2608290246	339	50	330	2.2e-120	388.4	TIGR02997	RNA polymerase sigma factor, cyanobacterial RpoD-like family
2608290248	355	14	355	0.0e+00	501.4	TIGR00034	phospho-2-dehydro-3-deoxyheptonate aldolase
2608290249	857	7	855	0.0e+00	1414.9	TIGR00117	aconitate hydratase 2
2608290251	284	6	283	7.1e-113	362.8	TIGR00655	formyltetrahydrofolate deformylase
2608290253	635	3	597	0.0e+00	965.8	TIGR02350	chaperone protein DnaK
2608290254	286	7	286	3.0e-67	212.6	TIGR00507	shikimate dehydrogenase
2608290255	152	5	98	2.3e-28	84.5	TIGR00166	ribosomal protein S6
2608290256	404	6	400	0.0e+00	507.4	TIGR00032	argininosuccinate synthase
2608290258	358	44	358	8.4e-92	294	TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
2608290260	469	3	440	0.0e+00	723.3	TIGR02472	sucrose-phosphate synthase, putative, glycosyltransferase domain
2608290261	967	14	951	0.0e+00	1382.4	TIGR00630	excinuclease ABC, A subunit
2608290262	559	1	556	2.3e-107	346.2	TIGR00634	DNA repair protein RecN
2608290265	367	24	340	4.7e-100	321	TIGR00260	threonine synthase
2608290266	385	1	383	1.4e-104	335.9	TIGR00663	DNA polymerase III, beta subunit
2608290268	779	21	779	0.0e+00	867.4	TIGR01736	phosphoribosylformylglycinamidine synthase II
2608290269	486	2	468	0.0e+00	471.8	TIGR01134	amidophosphoribosyltransferase
2608290272	314	15	314	5.8e-80	254.7	TIGR00276	epoxyqueuosine reductase
2608290274	208	23	206	8.8e-32	96.3	TIGR01951	transcription antitermination factor NusB
2608290275	430	152	427	6.1e-105	336.4	TIGR00064	signal recognition particle-docking protein FtsY
2608290277	459	4	458	0.0e+00	615.5	TIGR00838	argininosuccinate lyase
2608290279	334	13	331	4.8e-117	376.8	TIGR00742	tRNA dihydrouridine synthase A
2608290280	164	40	164	4.8e-50	155.2	TIGR00357	methionine-R-sulfoxide reductase
2608290282	374	3	354	0.0e+00	429.2	TIGR02349	chaperone protein DnaJ
2608290284	305	50	296	3.3e-61	192.9	TIGR00157	ribosome small subunit-dependent GTPase A
2608290285	116	7	111	1.9e-24	72	TIGR00103	DNA-binding protein, YbaB/EbfC family
2608290286	297	12	292	2.8e-76	242.5	TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
2608290287	469	10	464	4.6e-116	374.4	TIGR01082	UDP-N-acetylmuramate--L-alanine ligase
2608290288	340	4	330	0.0e+00	430.4	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2608290289	328	10	328	9.1e-62	194.8	TIGR01379	thiamine-phosphate kinase
2608290291	186	2	185	4.1e-78	247.3	TIGR00038	translation elongation factor P
2608290292	165	3	164	2.5e-49	153.8	TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
2608290293	343	11	334	1.8e-104	335.6	TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase
2608290298	170	6	162	1.8e-40	124.4	TIGR03082	membrane protein AbrB duplication
2608290301	370	11	364	7.1e-62	195.2	TIGR00312	cobalamin biosynthesis protein CbiD
2608290302	528	14	202	8.5e-79	250.4	TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain or A subunit
2608290302	528	209	528	0.0e+00	499.3	TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit
2608290307	548	1	547	0.0e+00	499.3	TIGR03423	penicillin-binding protein 2
2608290311	886	14	859	0.0e+00	993.3	TIGR00344	alanine--tRNA ligase
2608290312	648	13	647	0.0e+00	718.9	TIGR01273	arginine decarboxylase, biosynthetic
2608290314	369	9	350	2.5e-79	252.8	TIGR02352	glycine oxidase ThiO
2608290315	490	4	489	0.0e+00	598	TIGR00133	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
2608290316	205	13	203	1.1e-60	190.8	TIGR00152	dephospho-CoA kinase
2608290317	412	11	412	0.0e+00	422.2	TIGR00120	glutamate N-acetyltransferase/amino-acid acetyltransferase
2608290328	1196	5	1194	0.0e+00	903.9	TIGR02169	chromosome segregation protein SMC, primarily archaeal type
2608290332	448	1	447	0.0e+00	784.9	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2608290340	201	30	192	5.9e-58	181.1	TIGR00079	peptide deformylase
2608290342	417	9	414	0.0e+00	556.2	TIGR01979	cysteine desulfurases, SufSfamily
2608290344	261	12	254	1.9e-109	350.7	TIGR01978	FeS assembly ATPase SufC
2608290345	480	13	471	0.0e+00	633.1	TIGR01980	FeS assembly protein SufB
2608290352	227	7	224	8.1e-20	57.6	TIGR00671	pantothenate kinase, type III
2608290353	241	26	239	6.6e-66	208.3	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2608290369	306	10	294	7.1e-17	48.1	TIGR00765	YihY family inner membrane protein
2608290372	470	27	459	0.0e+00	669	TIGR03279	putative radical SAM enzyme, TIGR03279 family
2608290374	555	14	530	0.0e+00	515.1	TIGR00551	L-aspartate oxidase
2608290376	471	32	465	0.0e+00	444	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2608290376	471	32	465	0.0e+00	556.1	TIGR01125	ribosomal protein S12 methylthiotransferase RimO
2608290380	308	153	292	1.7e-30	93	TIGR00039	6-pyruvoyl tetrahydropterin synthase/QueD family protein
2608290386	130	1	117	2.5e-29	88.4	TIGR00082	ribosome-binding factor A
2608290389	484	2	471	0.0e+00	897.9	TIGR02732	9,9'-di-cis-zeta-carotene desaturase
2608290390	130	19	130	3.5e-36	109.8	TIGR00049	Iron-sulfur cluster assembly accessory protein
2608290392	403	5	397	0.0e+00	426.5	TIGR03492	conserved hypothetical protein
2608290394	308	3	302	8.0e-97	310.3	TIGR01777	TIGR01777 family protein
2608290397	322	7	308	0.0e+00	426.1	TIGR01139	cysteine synthase A
2608290397	322	7	308	1.1e-128	415.8	TIGR01136	cysteine synthase
2608290404	212	1	200	5.9e-54	168.8	TIGR00041	dTMP kinase
2608290405	768	161	767	0.0e+00	574.9	TIGR01525	heavy metal translocating P-type ATPase
2608290405	768	196	375	1.2e-22	67.9	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2608290407	449	1	443	0.0e+00	547	TIGR00416	DNA repair protein RadA
2608290409	472	130	470	5.7e-115	370	TIGR00182	fatty acid/phospholipid synthesis protein PlsX
2608290410	335	9	334	8.4e-107	342.9	TIGR00747	3-oxoacyl-(acyl-carrier-protein) synthase III
2608290411	298	1	284	3.5e-84	268.7	TIGR00128	malonyl CoA-acyl carrier protein transacylase
2608290412	206	29	153	7.2e-35	105.7	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2608290418	465	2	454	0.0e+00	881.4	TIGR02731	phytoene desaturase
2608290423	673	6	666	0.0e+00	641.1	TIGR01974	proton-translocating NADH-quinone oxidoreductase, chain L
2608290424	534	15	506	0.0e+00	557.1	TIGR01972	proton-translocating NADH-quinone oxidoreductase, chain M
2608290434	208	1	186	3.2e-98	313.7	TIGR00403	NADH-plastoquinone oxidoreductase subunit I protein
2608290434	208	25	142	6.5e-43	132.3	TIGR01971	NADH-quinone oxidoreductase, chain I
2608290436	381	10	380	0.0e+00	436	TIGR01800	2-methylcitrate synthase/citrate synthase II
2608290439	414	24	412	0.0e+00	623.4	TIGR00263	tryptophan synthase, beta subunit
2608290440	103	7	103	6.8e-24	70.1	TIGR01158	translation initation factor SUI1, putative, prokaryotic
2608290441	211	18	202	7.5e-85	269.3	TIGR00455	adenylyl-sulfate kinase
2608290442	163	1	152	9.9e-65	202.9	TIGR01162	phosphoribosylaminoimidazole carboxylase, PurE protein
2608290443	233	8	229	2.5e-66	209.3	TIGR02021	magnesium protoporphyrin O-methyltransferase
2608290446	300	7	300	3.4e-93	298.4	TIGR00006	16S rRNA (cytosine(1402)-N(4))-methyltransferase
2608290450	321	8	308	1.6e-35	108.8	TIGR01927	o-succinylbenzoate synthase
2608290451	305	8	299	6.4e-129	415.2	TIGR02235	1,4-dihydroxy-2-naphthoate phytyltransferase
2608290452	470	109	463	2.8e-71	226.5	TIGR00543	isochorismate synthases
2608290453	307	1	307	9.9e-110	352.3	TIGR01380	glutathione synthetase, prokaryotic
2608290454	84	4	83	2.5e-39	119.7	TIGR02181	Glutaredoxin, GrxC family
2608290455	354	1	347	2.4e-126	407.5	TIGR00020	peptide chain release factor 2
2608290457	179	70	179	3.6e-35	106.7	TIGR00043	probable rRNA maturation factor YbeY
2608290459	198	1	194	7.5e-73	230.4	TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
2608290461	369	15	364	7.3e-78	247.8	TIGR01141	histidinol-phosphate aminotransferase
2608290462	604	6	604	0.0e+00	535.1	TIGR00456	arginyl-tRNA synthetase
2608290463	288	11	286	3.3e-86	274.8	TIGR00078	nicotinate-nucleotide pyrophosphorylase
2608290464	460	17	460	5.6e-128	414.7	TIGR00450	tRNA modification GTPase TrmE
2608290464	460	225	381	1.9e-25	76.6	TIGR00231	small GTP-binding protein domain
2608290466	769	66	765	0.0e+00	811.7	TIGR00691	(p)ppGpp synthetase, RelA/SpoT family
2608290468	319	25	317	7.8e-90	287.1	TIGR00005	pseudouridine synthase, RluA family
2608290469	290	6	285	1.7e-92	296.7	TIGR03596	ribosome biogenesis GTP-binding protein YlqF
2608290472	363	1	356	1.9e-78	249.9	TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
2608290474	389	18	386	1.8e-115	371.4	TIGR01036	dihydroorotate dehydrogenase, subfamily 2
2608290476	131	1	131	9.1e-47	144.8	TIGR00855	ribosomal protein L7/L12
2608290478	235	3	228	2.8e-103	330.2	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2608290479	141	3	141	6.3e-65	203.5	TIGR01632	50S ribosomal protein L11
2608290480	203	21	202	4.6e-57	178.7	TIGR00922	transcription termination/antitermination factor NusG
2608290481	80	24	80	2.8e-21	61.5	TIGR00964	preprotein translocase, SecE subunit, bacterial
2608290483	430	9	425	0.0e+00	659.6	TIGR01060	phosphopyruvate hydratase
2608290486	318	6	305	4.8e-95	303.8	TIGR01292	thioredoxin-disulfide reductase
2608290492	803	16	803	0.0e+00	593.2	TIGR01069	MutS2 family protein
2608290493	327	159	323	2.7e-15	43.6	TIGR00231	small GTP-binding protein domain
2608290493	327	3	327	0.0e+00	441.9	TIGR02729	Obg family GTPase CgtA
2608290498	360	1	360	0.0e+00	744.9	TIGR01151	photosystem II, DI subunit (also called Q(B))
2608290499	365	9	360	0.0e+00	463.1	TIGR00033	chorismate synthase
2608290501	617	105	607	0.0e+00	784.4	TIGR01241	ATP-dependent metalloprotease FtsH
