gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2608289244	473	104	383	2	259	1.9e-102	341.8	pfam00120	Gln-synt_C	259
2608289245	394	26	375	5	371	2.7e-35	121.7	pfam00266	Aminotran_5	371
2608289246	171	21	121	15	101	2.2e-17	62.5	pfam00383	dCMP_cyt_deam_1	102
2608289247	461	53	399	17	359	3.8e-50	170.4	pfam00282	Pyridoxal_deC	373
2608289248	499	117	231	2	116	1.1e-14	54.3	pfam01926	MMR_HSR1	116
2608289248	499	309	467	2	161	1.9e-45	154.2	pfam05128	DUF697	162
2608289249	152	11	152	3	146	2.1e-33	115.1	pfam01252	Peptidase_A8	152
2608289250	189	34	176	6	110	2.2e-13	50	pfam02632	BioY	149
2608289251	410	14	252	1	231	4.6e-52	176.9	pfam12704	MacB_PCD	232
2608289251	410	289	403	3	121	5.9e-18	64.7	pfam02687	FtsX	121
2608289252	597	7	349	2	340	0.0e+00	435.7	pfam00224	PK	348
2608289252	597	358	472	2	115	3.6e-31	107.1	pfam02887	PK_C	117
2608289253	109	23	100	8	70	5.9e-16	58.1	pfam03819	MazG	74
2608289254	92	9	84	3	74	2.0e-23	82	pfam02325	YGGT	75
2608289255	154	1	145	10	154	3.4e-32	111	pfam04079	DUF387	159
2608289256	515	15	307	4	306	3.2e-68	230.2	pfam00291	PALP	306
2608289256	515	320	409	1	91	6.6e-20	70.5	pfam00585	Thr_dehydrat_C	91
2608289256	515	425	511	10	91	2.0e-18	65.7	pfam00585	Thr_dehydrat_C	91
2608289257	629	3	281	1	270	1.2e-102	342.5	pfam13292	DXP_synthase_N	270
2608289257	629	317	481	2	173	2.1e-40	138	pfam02779	Transket_pyr	178
2608289257	629	496	617	1	123	1.2e-31	109.1	pfam02780	Transketolase_C	124
2608289258	86	14	86	2	80	1.1e-09	38.1	pfam01241	PSI_PSAK	81
2608289259	111	15	107	2	91	3.7e-31	106.7	pfam12159	DUF3593	93
2608289260	100	3	92	1	89	4.1e-36	122.9	pfam10693	DUF2499	90
2608289261	177	30	156	1	124	4.2e-36	123.3	pfam00578	AhpC-TSA	124
2608289262	78	3	63	1	61	1.7e-24	85.4	pfam00830	Ribosomal_L28	61
2608289263	634	22	176	4	106	3.6e-16	59	pfam13589	HATPase_c_3	137
2608289263	634	198	614	84	447	1.4e-30	106.2	pfam00183	HSP90	531
2608289264	383	3	313	8	309	4.6e-52	177	pfam13393	tRNA-synt_His	311
2608289265	282	15	273	2	261	2.5e-61	207.3	pfam00459	Inositol_P	271
2608289266	124	11	86	5	78	2.5e-11	43.1	pfam00111	Fer2	78
2608289268	665	4	602	1	593	0.0e+00	734.2	pfam00012	HSP70	602
2608289269	313	13	74	1	61	2.6e-20	71.9	pfam00226	DnaJ	64
2608289269	313	225	301	3	80	1.4e-16	60.1	pfam01556	CTDII	81
2608289270	126	3	96	2	86	6.4e-36	122	pfam11360	DUF3110	86
2608289271	145	3	144	4	139	3.6e-42	144.2	pfam00160	Pro_isomerase	155
2608289272	574	27	222	1	194	1.6e-82	275.4	pfam00926	DHBP_synthase	194
2608289272	574	229	398	3	169	2.0e-72	241.9	pfam00925	GTP_cyclohydro2	169
2608289273	351	2	146	1	120	1.3e-29	102.9	pfam01118	Semialdhyde_dh	121
2608289273	351	163	322	7	184	4.4e-12	46.2	pfam02774	Semialdhyde_dhC	184
2608289274	244	49	229	2	180	8.5e-50	168.8	pfam00551	Formyl_trans_N	181
2608289275	527	26	478	24	469	6.9e-76	255.6	pfam00342	PGI	486
2608289276	856	23	188	2	180	5.1e-27	94.1	pfam00133	tRNA-synt_1	601
2608289276	856	233	413	2	182	5.7e-62	208.2	pfam13603	tRNA-synt_1_2	185
2608289276	856	416	610	414	576	1.2e-10	40	pfam00133	tRNA-synt_1	601
2608289276	856	620	662	561	600	2.3e-07	29.2	pfam00133	tRNA-synt_1	601
2608289276	856	698	823	2	148	1.5e-22	79.9	pfam08264	Anticodon_1	153
2608289277	286	6	132	1	118	1.8e-27	95.6	pfam01678	DAP_epimerase	121
2608289277	286	162	278	1	121	3.1e-27	94.9	pfam01678	DAP_epimerase	121
2608289278	390	6	379	1	371	1.6e-63	214.6	pfam00266	Aminotran_5	371
2608289279	208	7	207	1	207	9.2e-55	185.5	pfam09353	DUF1995	210
2608289280	405	55	205	27	156	4.2e-11	42	pfam02113	Peptidase_S13	444
2608289280	405	221	398	267	426	3.7e-27	94.9	pfam02113	Peptidase_S13	444
2608289281	157	4	133	1	156	3.2e-16	59.7	pfam01467	CTP_transf_2	157
2608289282	162	12	162	2	141	4.6e-29	101.2	pfam01613	Flavin_Reduct	154
2608289283	652	38	116	2	76	1.2e-08	35.1	pfam01541	GIY-YIG	80
2608289283	652	230	261	7	34	2.7e-08	33	pfam02151	UVR	36
2608289283	652	405	583	1	154	2.6e-53	179.7	pfam08459	UvrC_HhH_N	155
2608289283	652	596	651	6	60	5.8e-10	39.1	pfam14520	HHH_5	60
2608289284	188	2	151	3	146	1.2e-47	161.6	pfam03653	UPF0093	147
2608289285	215	22	199	1	133	2.7e-14	53.3	pfam02811	PHP	175
2608289286	1245	139	1227	3	1097	0.0e+00	1094.4	pfam02514	CobN-Mg_chel	1098
2608289287	304	54	283	1	230	8.9e-43	146.3	pfam01063	Aminotran_4	231
2608289288	1188	15	310	2	304	1.8e-76	257.3	pfam02574	S-methyl_trans	305
2608289288	1188	347	555	1	210	4.8e-27	94.7	pfam00809	Pterin_bind	210
2608289288	1188	645	722	2	79	1.8e-21	75.9	pfam02607	B12-binding_2	79
2608289288	1188	734	852	2	120	5.7e-20	71.3	pfam02310	B12-binding	121
2608289288	1188	938	1188	46	193	1.4e-14	53.8	pfam02965	Met_synt_B12	211
2608289290	127	8	124	1	116	1.3e-53	179.4	pfam09996	DUF2237	117
2608289291	276	218	276	1	58	5.7e-18	64.4	pfam09830	ATP_transf	62
2608289293	336	279	335	6	56	2.9e-06	26.9	pfam00226	DnaJ	64
2608289295	814	45	146	1	89	8.1e-20	70.4	pfam01588	tRNA_bind	95
2608289295	814	218	400	5	173	3.3e-56	189.4	pfam03483	B3_4	174
2608289295	814	416	495	4	70	1.9e-11	43.6	pfam03484	B5	70
2608289295	814	720	813	2	94	1.7e-21	76.1	pfam03147	FDX-ACB	94
2608289296	64	7	64	1	48	1.4e-22	79.6	pfam00471	Ribosomal_L33	48
2608289297	73	13	66	2	54	1.5e-28	98.4	pfam01084	Ribosomal_S18	54
2608289298	394	1	289	2	323	8.2e-60	202.7	pfam00773	RNB	325
2608289299	511	3	361	1	390	8.6e-121	403.2	pfam09334	tRNA-synt_1g	391
2608289300	207	18	145	31	126	1.4e-12	47.3	pfam06835	LptC	176
2608289301	208	7	200	2	194	3.7e-67	225.2	pfam11152	DUF2930	195
2608289303	186	16	177	1	167	2.1e-41	141	pfam02283	CobU	167
2608289304	160	1	148	4	142	1.1e-29	103.1	pfam00588	SpoU_methylase	142
2608289306	95	15	91	4	80	7.7e-17	60.7	pfam02617	ClpS	82
2608289315	194	5	137	1	123	9.7e-39	131.8	pfam00578	AhpC-TSA	124
2608289315	194	157	193	2	39	2.0e-09	36.9	pfam10417	1-cysPrx_C	40
2608289317	584	170	303	1	130	2.6e-44	150.6	pfam00004	AAA	132
2608289317	584	363	576	4	210	1.9e-51	174.5	pfam01434	Peptidase_M41	213
2608289318	56	2	56	1	51	6.2e-12	45.5	pfam01783	Ribosomal_L32p	56
2608289319	108	51	108	3	60	1.9e-07	31.1	pfam04483	DUF565	60
2608289320	254	8	196	3	176	3.0e-17	63.3	pfam13419	HAD_2	176
2608289321	115	5	87	2	72	2.6e-12	47	pfam03692	CxxCxxCC	85
2608289322	108	20	96	1	77	1.9e-23	82.3	pfam01169	UPF0016	78
2608289324	739	69	127	2	55	9.2e-16	57	pfam08206	OB_RNB	58
2608289324	739	238	582	1	286	1.1e-12	47.9	pfam00773	RNB	325
2608289324	739	656	739	5	72	1.3e-15	57.2	pfam00575	S1	74
2608289326	192	74	191	2	118	1.8e-48	163.7	pfam11210	DUF2996	119
2608289327	390	89	222	1	137	5.5e-40	136.8	pfam02915	Rubrerythrin	137
2608289328	474	34	329	1	293	2.9e-62	210.6	pfam01523	PmbA_TldD	293
2608289329	450	21	313	8	293	4.0e-49	167.4	pfam01523	PmbA_TldD	293
2608289330	328	1	181	2	180	1.0e-36	126.1	pfam00551	Formyl_trans_N	181
2608289330	328	211	319	2	98	1.1e-18	67.1	pfam02911	Formyl_trans_C	100
2608289331	236	27	205	3	183	1.6e-37	128.7	pfam03741	TerC	184
2608289332	1174	490	586	2	98	9.1e-24	83.3	pfam02559	CarD_CdnL_TRCF	98
2608289332	1174	615	778	2	164	4.8e-21	74.9	pfam00270	DEAD	169
2608289332	1174	842	920	5	78	1.6e-14	53.5	pfam00271	Helicase_C	78
2608289332	1174	1013	1110	1	87	1.1e-22	79.8	pfam03461	TRCF	101
2608289335	196	6	184	2	189	7.7e-33	113.5	pfam14233	DUF4335	189
2608289336	126	1	125	40	170	5.6e-31	107.6	pfam11237	DUF3038	171
2608289337	65	5	62	2	57	4.5e-20	71.5	pfam11165	DUF2949	58
2608289340	282	9	143	1	124	1.7e-34	118.4	pfam01113	DapB_N	124
2608289340	282	146	281	1	131	2.4e-33	114.7	pfam05173	DapB_C	132
2608289341	1336	24	187	1	164	2.2e-47	160.8	pfam11965	DUF3479	164
2608289341	1336	189	1318	3	1098	0.0e+00	1136.8	pfam02514	CobN-Mg_chel	1098
2608289342	284	26	233	1	210	5.1e-61	205.7	pfam00809	Pterin_bind	210
2608289343	230	1	227	9	243	3.4e-75	252.2	pfam00121	TIM	244
2608289344	58	1	58	9	60	2.8e-23	81.2	pfam13275	S4_2	65
2608289345	568	14	284	2	274	1.0e-29	103.8	pfam00664	ABC_membrane	275
2608289345	568	345	493	1	137	2.4e-33	115.3	pfam00005	ABC_tran	137
2608289347	1098	6	123	2	110	4.7e-19	68.5	pfam00289	CPSase_L_chain	110
2608289347	1098	128	336	1	210	1.8e-69	233.2	pfam02786	CPSase_L_D2	211
2608289347	1098	423	547	2	123	3.9e-40	136.4	pfam02787	CPSase_L_D3	123
2608289347	1098	568	688	2	109	5.3e-17	61.9	pfam00289	CPSase_L_chain	110
2608289347	1098	693	902	1	209	4.6e-35	120.8	pfam02786	CPSase_L_D2	211
2608289347	1098	981	1067	2	95	3.5e-19	68.5	pfam02142	MGS	95
2608289348	212	4	147	2	146	6.6e-39	132.8	pfam11780	DUF3318	146
2608289349	106	1	97	5	100	8.0e-27	93.1	pfam02410	Oligomerisation	100
2608289350	164	6	149	1	144	3.4e-54	182.6	pfam06799	DUF1230	145
2608289351	321	17	319	4	324	3.5e-96	321.7	pfam06089	Asparaginase_II	325
2608289353	129	9	72	1	63	2.7e-26	91	pfam11061	DUF2862	64
2608289354	331	42	187	2	136	9.0e-25	87.5	pfam00005	ABC_tran	137
2608289355	264	39	263	45	229	2.1e-12	47.1	pfam06182	ABC2_membrane_6	229
2608289356	264	36	263	3	229	1.2e-55	188.6	pfam06182	ABC2_membrane_6	229
2608289359	270	22	261	1	240	3.6e-31	108.4	pfam01925	TauE	240
2608289360	113	33	74	1	46	2.9e-10	39.8	pfam01844	HNH	47
2608289369	154	5	118	1	113	9.8e-30	102.7	pfam05014	Nuc_deoxyrib_tr	113
2608289370	68	12	68	2	57	2.1e-21	75.1	pfam01165	Ribosomal_S21	57
2608289371	106	49	104	5	53	5.5e-11	42.4	pfam14520	HHH_5	60
2608289372	197	3	191	1	174	9.0e-15	54.7	pfam00485	PRK	194
2608289373	388	11	85	1	67	1.8e-09	37.4	pfam13450	NAD_binding_8	68
2608289377	226	51	198	1	153	3.0e-41	140.7	pfam03575	Peptidase_S51	154
2608289378	154	10	129	4	115	5.3e-16	58.7	pfam13673	Acetyltransf_10	117
2608289381	106	3	95	1	90	4.0e-35	120	pfam11746	DUF3303	91
2608289385	126	7	117	2	109	2.4e-10	41.5	pfam04134	DUF393	114
2608289388	238	4	198	3	160	1.2e-19	70.5	pfam13483	Lactamase_B_3	163
2608289390	868	20	393	20	390	8.0e-67	225.9	pfam01433	Peptidase_M1	390
2608289390	868	467	826	2	367	1.5e-73	247.8	pfam11940	DUF3458	367
2608289391	73	5	27	1	22	4.1e-06	26	pfam13240	zinc_ribbon_2	23
2608289394	391	118	292	3	171	3.6e-48	163.1	pfam02222	ATP-grasp	172
2608289396	159	5	112	3	102	2.4e-35	120.1	pfam00255	GSHPx	108
2608289399	335	21	329	1	304	4.4e-91	304.9	pfam01207	Dus	310
2608289400	84	2	80	6	82	5.3e-18	65	pfam10615	DUF2470	83
2608289401	54	1	53	1	53	3.4e-05	23.3	pfam04760	IF2_N	54
2608289404	139	21	84	2	55	4.9e-08	32.9	pfam03061	4HBT	79
2608289407	134	4	130	2	124	5.7e-20	71.2	pfam01124	MAPEG	129
2608289409	94	15	80	5	63	1.3e-04	21.7	pfam07045	DUF1330	65
2608289413	59	1	59	1	68	2.8e-16	59.2	pfam10999	DUF2839	68
2608289414	60	1	58	1	49	7.4e-16	57.8	pfam07862	Nif11	49
2608289415	256	5	241	25	196	3.0e-05	23.8	pfam04755	PAP_fibrillin	198
2608289421	135	35	131	1	100	1.5e-14	53.9	pfam02566	OsmC	100
2608289424	127	25	127	31	116	9.9e-26	90.2	pfam07386	DUF1499	118
2608289429	261	6	260	9	252	1.8e-44	152	pfam00950	ABC-3	258
2608289430	144	16	133	6	119	7.0e-19	67.9	pfam01475	FUR	120
2608289431	256	21	180	1	137	5.8e-30	104.3	pfam00005	ABC_tran	137
2608289432	516	44	495	2	256	3.5e-37	128	pfam01297	TroA	256
2608289433	449	8	185	1	177	5.3e-57	192.1	pfam02492	cobW	178
2608289433	449	355	448	2	94	4.9e-21	74.2	pfam07683	CobW_C	94
2608289434	357	42	178	3	139	6.2e-08	32.4	pfam13360	PQQ_2	238
2608289434	357	186	214	16	38	4.6e-03	16.7	pfam00400	WD40	39
2608289434	357	262	297	6	35	1.2e-06	28.1	pfam00400	WD40	39
2608289439	480	82	412	1	330	0.0e+00	450	pfam04174	CP_ATPgrasp_1	330
2608289440	313	2	311	1	311	3.7e-96	322.1	pfam04168	Alpha-E	311
2608289441	285	2	83	3	82	5.7e-17	61.8	pfam08379	Bact_transglu_N	82
2608289441	285	130	236	8	113	4.5e-21	75.1	pfam01841	Transglut_core	113
2608289443	172	65	145	4	70	7.1e-10	38.5	pfam13599	Pentapeptide_4	78
2608289446	289	18	168	4	135	1.0e-09	37.9	pfam00294	PfkB	301
2608289446	289	201	275	218	281	7.9e-09	35	pfam00294	PfkB	301
2608289447	123	17	115	1	97	6.0e-34	116	pfam11196	DUF2834	97
2608289448	409	227	408	2	172	3.3e-10	39.1	pfam07690	MFS_1	352
2608289449	516	22	147	1	127	3.4e-09	36.6	pfam07176	DUF1400	127
2608289449	516	226	438	1	145	1.5e-19	70.2	pfam12695	Abhydrolase_5	145
2608289450	340	116	340	1	184	3.9e-38	130.8	pfam00528	BPD_transp_1	185
2608289451	523	70	434	1	371	2.4e-61	207.6	pfam00496	SBP_bac_5	374
2608289453	433	10	127	1	115	1.3e-19	70.6	pfam03447	NAD_binding_3	117
2608289453	433	135	319	1	179	8.8e-61	204.6	pfam00742	Homoserine_dh	179
2608289453	433	356	422	2	64	2.5e-08	33.2	pfam01842	ACT	66
2608289454	139	13	136	1	124	9.9e-34	115.6	pfam02657	SufE	125
2608289455	185	7	180	4	185	1.3e-19	70.7	pfam01812	5-FTHF_cyc-lig	186
2608289456	157	3	150	1	148	1.1e-39	135.5	pfam02075	RuvC	149
2608289457	362	72	198	88	158	3.7e-07	29.5	pfam01078	Mg_chelatase	207
2608289458	249	9	161	2	142	2.0e-33	115.2	pfam00588	SpoU_methylase	142
2608289459	100	26	96	3	66	5.7e-09	35.9	pfam13442	Cytochrome_CBB3	67
2608289460	70	32	69	1	34	2.3e-23	81.4	pfam02529	PetG	37
2608289461	199	5	194	9	182	4.0e-35	120.8	pfam03602	Cons_hypoth95	183
2608289462	205	5	204	2	188	3.0e-29	101.8	pfam00117	GATase	192
2608289463	107	3	106	4	104	1.1e-35	121.4	pfam00085	Thioredoxin	104
2608289465	387	13	302	3	253	6.2e-45	153.6	pfam00478	IMPDH	352
2608289466	863	43	488	1	425	0.0e+00	511.7	pfam00521	DNA_topoisoIV	426
2608289466	863	519	566	2	47	2.5e-08	33	pfam03989	DNA_gyraseA_C	48
2608289466	863	569	619	1	47	5.4e-04	19.2	pfam03989	DNA_gyraseA_C	48
2608289466	863	625	670	2	45	2.1e-05	23.7	pfam03989	DNA_gyraseA_C	48
2608289466	863	673	722	2	46	2.0e-09	36.5	pfam03989	DNA_gyraseA_C	48
2608289466	863	751	798	2	36	3.6e-07	29.3	pfam03989	DNA_gyraseA_C	48
2608289466	863	802	849	2	47	8.5e-12	44.1	pfam03989	DNA_gyraseA_C	48
2608289467	403	5	397	1	371	8.3e-70	235.5	pfam05834	Lycopene_cycl	374
2608289468	527	15	423	1	353	1.0e-43	149.6	pfam03065	Glyco_hydro_57	360
2608289468	527	424	525	1	102	9.1e-32	109.1	pfam09210	DUF1957	102
2608289469	546	16	258	1	236	5.7e-84	281.4	pfam00682	HMGL-like	237
2608289469	546	386	518	1	132	8.8e-35	119.3	pfam08502	LeuA_dimer	133
2608289471	490	62	252	1	194	5.9e-31	107.4	pfam07698	7TM-7TMR_HD	194
2608289471	490	277	420	1	121	2.9e-14	53.1	pfam01966	HD	122
2608289472	298	3	120	2	117	3.2e-36	123.8	pfam00763	THF_DHG_CYH	117
2608289472	298	123	287	2	160	2.0e-64	215.5	pfam02882	THF_DHG_CYH_C	161
2608289473	300	38	289	3	236	2.2e-80	269.2	pfam00348	polyprenyl_synt	260
2608289474	159	7	140	2	140	1.0e-49	167.9	pfam02681	DUF212	141
2608289475	463	3	186	2	172	1.7e-15	56.9	pfam01656	CbiA	195
2608289475	463	279	446	1	157	1.0e-19	70.6	pfam07685	GATase_3	158
2608289476	433	116	421	3	269	1.4e-71	240.5	pfam10128	OpcA_G6PD_assem	270
2608289477	507	25	204	1	183	1.0e-63	214.9	pfam00479	G6PD_N	183
2608289477	507	206	507	1	292	1.7e-95	319.2	pfam02781	G6PD_C	294
2608289478	370	101	209	14	96	3.4e-06	27.1	pfam00970	FAD_binding_6	99
2608289478	370	220	339	1	107	3.3e-26	91.9	pfam00175	NAD_binding_1	109
2608289479	175	39	170	2	128	1.6e-21	76.6	pfam03364	Polyketide_cyc	130
2608289481	372	10	91	2	82	1.1e-29	101.7	pfam07689	KaiB	82
2608289481	372	140	199	1	61	4.4e-06	26.5	pfam00512	HisKA	68
2608289481	372	248	359	2	110	3.3e-26	91.1	pfam02518	HATPase_c	111
2608289484	331	22	138	2	116	1.2e-45	153.9	pfam13793	Pribosyltran_N	116
2608289484	331	212	331	74	184	1.7e-23	83.3	pfam14572	Pribosyl_synth	184
2608289485	506	16	499	14	486	1.7e-126	422.7	pfam02446	Glyco_hydro_77	496
2608289486	164	34	95	3	61	4.5e-10	39	pfam13413	HTH_25	62
2608289487	552	115	234	1	117	7.9e-30	103.2	pfam03109	ABC1	119
2608289488	463	7	332	17	329	2.2e-35	122	pfam01276	OKR_DC_1	417
2608289488	463	370	455	57	100	1.5e-07	31.5	pfam03711	OKR_DC_1_C	137
2608289489	285	1	281	3	258	4.9e-55	186.9	pfam01148	CTP_transf_1	259
2608289490	299	61	289	1	222	1.3e-25	90.6	pfam12697	Abhydrolase_6	228
2608289491	363	6	349	1	365	4.8e-50	170.2	pfam00465	Fe-ADH	366
2608289492	842	16	68	1	53	9.7e-17	60.6	pfam02861	Clp_N	53
2608289492	842	91	143	2	53	3.5e-19	68.4	pfam02861	Clp_N	53
2608289492	842	205	340	2	126	2.5e-13	50.3	pfam00004	AAA	132
2608289492	842	554	730	1	171	5.0e-55	186	pfam07724	AAA_2	171
2608289492	842	736	816	1	79	1.6e-24	85.6	pfam10431	ClpB_D2-small	81
2608289493	146	46	121	7	82	3.9e-12	46	pfam00583	Acetyltransf_1	83
2608289494	457	56	314	5	250	1.7e-54	184.6	pfam02784	Orn_Arg_deC_N	251
2608289494	457	243	426	24	116	2.1e-17	62.8	pfam00278	Orn_DAP_Arg_deC	116
2608289495	301	116	238	2	121	2.2e-32	110.7	pfam02457	DisA_N	122
2608289496	267	30	251	1	222	1.7e-82	275.8	pfam01255	Prenyltransf	223
2608289497	335	55	218	3	163	8.4e-18	65	pfam04055	Radical_SAM	166
2608289497	335	229	321	1	91	4.0e-30	103.5	pfam06968	BATS	93
2608289498	310	119	219	7	110	7.2e-10	39.2	pfam00581	Rhodanese	113
2608289500	299	68	239	6	165	9.6e-11	42.1	pfam04055	Radical_SAM	166
2608289501	199	39	79	3	41	1.2e-13	50.2	pfam02132	RecR	41
2608289501	199	81	171	1	81	1.8e-19	69.5	pfam13662	Toprim_4	81
2608289502	185	9	184	3	175	2.0e-63	212.9	pfam01789	PsbP	176
2608289503	590	24	306	1	275	7.5e-35	120.6	pfam00664	ABC_membrane	275
2608289503	590	368	517	1	137	2.2e-35	121.9	pfam00005	ABC_tran	137
2608289505	593	75	243	1	167	7.7e-47	158.9	pfam00270	DEAD	169
2608289505	593	308	385	2	78	2.2e-25	88.3	pfam00271	Helicase_C	78
2608289505	593	528	593	2	65	7.7e-15	54.3	pfam03880	DbpA	74
2608289506	566	134	311	18	151	3.0e-23	82.4	pfam13604	AAA_30	196
2608289506	566	437	563	3	103	3.0e-14	53	pfam13538	UvrD_C_2	104
2608289507	1208	3	462	9	313	5.6e-50	170.4	pfam00580	UvrD-helicase	315
2608289507	1208	465	823	2	347	4.2e-27	95.5	pfam13361	UvrD_C	351
2608289508	157	47	148	2	104	1.3e-15	57.3	pfam04191	PEMT	106
2608289509	1060	1	750	2	739	1.7e-129	433.2	pfam04257	Exonuc_V_gamma	805
2608289510	105	2	94	1	92	5.6e-41	138.5	pfam10674	Ycf54	93
2608289511	238	2	237	2	238	2.1e-95	318.4	pfam03740	PdxJ	239
2608289512	224	30	170	10	131	6.6e-18	64.4	pfam01553	Acyltransferase	132
2608289514	76	9	76	2	74	6.8e-20	70.8	pfam01722	BolA	76
2608289515	107	18	82	1	59	2.1e-19	69.2	pfam00462	Glutaredoxin	60
2608289517	245	27	132	1	110	2.3e-11	43.6	pfam00072	Response_reg	112
2608289517	245	164	240	2	77	3.0e-16	59	pfam00486	Trans_reg_C	77
2608289519	514	12	81	1	59	1.0e-12	47.8	pfam13450	NAD_binding_8	68
2608289520	470	5	382	1	390	4.0e-107	358.4	pfam01134	GIDA	392
2608289524	371	36	371	18	353	1.7e-06	27.4	pfam04966	OprB	371
2608289527	170	25	149	3	124	7.4e-15	54.7	pfam00156	Pribosyltran	125
2608289533	173	7	68	3	59	9.6e-17	60.4	pfam00226	DnaJ	64
2608289539	360	29	331	1	256	2.8e-89	298.5	pfam00124	Photo_RC	257
2608289547	485	197	421	1	213	5.2e-28	97.8	pfam00078	RVT_1	214
2608289551	364	4	81	10	78	7.2e-08	32.2	pfam05406	WGR	81
2608289551	364	164	274	114	202	6.9e-10	38.6	pfam01068	DNA_ligase_A_M	202
2608289559	217	6	191	40	160	2.3e-05	23.5	pfam01596	Methyltransf_3	205
2608289561	210	2	208	4	203	1.4e-11	44.1	pfam00685	Sulfotransfer_1	267
2608289562	246	21	171	1	137	1.0e-33	116.5	pfam00005	ABC_tran	137
2608289563	343	150	339	2	184	1.1e-19	70.6	pfam00528	BPD_transp_1	185
2608289564	297	84	294	3	183	5.0e-16	58.7	pfam00528	BPD_transp_1	185
2608289565	349	39	260	1	211	5.8e-28	97.6	pfam00497	SBP_bac_3	225
2608289569	320	1	245	6	224	1.7e-32	112.5	pfam05368	NmrA	233
2608289570	201	116	199	2	71	2.0e-11	43.4	pfam04366	DUF500	126
2608289573	87	11	87	1	74	1.9e-18	66.3	pfam07864	DUF1651	75
2608289579	98	63	88	7	29	1.3e-08	33.9	pfam00283	Cytochrom_B559	29
2608289582	372	57	353	1	279	1.1e-73	248.2	pfam11924	DUF3442	280
2608289584	606	81	269	1	188	4.3e-23	81.8	pfam02321	OEP	188
2608289584	606	292	486	1	188	1.7e-21	76.6	pfam02321	OEP	188
2608289585	982	33	123	4	90	3.6e-07	29.9	pfam00027	cNMP_binding	91
2608289585	982	427	697	1	274	4.7e-42	144.2	pfam00664	ABC_membrane	275
2608289585	982	761	910	1	137	9.5e-35	119.8	pfam00005	ABC_tran	137
2608289586	317	55	104	4	49	3.6e-09	36.1	pfam13533	Biotin_lipoyl_2	50
2608289586	317	166	283	2	98	2.0e-12	47.3	pfam13437	HlyD_3	105
2608289588	891	223	475	1	267	1.5e-53	181.8	pfam00082	Peptidase_S8	282
2608289589	282	25	109	2	87	8.4e-33	112	pfam06750	DiS_P_DiS	92
2608289589	282	125	242	2	105	4.0e-11	43	pfam01478	Peptidase_A24	106
2608289590	446	110	233	3	124	1.2e-25	89.7	pfam00482	T2SF	124
2608289590	446	315	437	1	124	8.3e-28	96.7	pfam00482	T2SF	124
2608289591	358	4	271	36	262	6.6e-43	146.5	pfam00437	T2SE	272
2608289592	594	204	472	12	271	7.6e-72	241.4	pfam00437	T2SE	272
2608289597	556	351	529	3	165	4.2e-26	91.3	pfam00263	Secretin	165
2608289599	207	1	29	4	30	1.5e-06	27.3	pfam13544	N_methyl_2	31
2608289605	632	119	189	2	74	4.5e-11	42.5	pfam13424	TPR_12	78
2608289605	632	274	432	1	149	9.3e-29	99.7	pfam13844	Glyco_transf_41	468
2608289605	632	429	626	279	465	4.2e-35	120.6	pfam13844	Glyco_transf_41	468
2608289606	239	57	216	2	125	1.5e-12	47.3	pfam13847	Methyltransf_31	152
2608289607	240	3	48	1	48	3.7e-11	42.2	pfam01479	S4	48
2608289607	240	64	192	2	163	8.1e-14	51.7	pfam00849	PseudoU_synth_2	164
2608289609	83	4	81	2	74	1.1e-24	86.2	pfam07864	DUF1651	75
2608289611	212	1	209	1	184	2.5e-44	151.2	pfam02586	DUF159	208
2608289616	103	3	93	1	90	7.4e-36	122.4	pfam11746	DUF3303	91
2608289619	177	74	143	3	70	5.7e-30	102.6	pfam04214	DUF411	70
2608289620	73	33	66	1	34	2.8e-16	58.8	pfam12518	DUF3721	34
2608289622	66	1	66	1	67	1.2e-19	70	pfam10999	DUF2839	68
2608289629	71	1	66	1	67	1.6e-18	66.4	pfam10999	DUF2839	68
2608289631	434	27	401	3	287	6.3e-11	41.6	pfam01566	Nramp	358
2608289634	111	21	108	1	85	1.3e-31	108.1	pfam12594	DUF3764	86
2608289635	449	10	138	1	119	1.1e-21	76.9	pfam00209	SNF	523
2608289635	449	132	446	179	480	3.4e-27	95.1	pfam00209	SNF	523
2608289636	567	46	535	23	487	1.5e-62	211.5	pfam02696	UPF0061	487
2608289637	140	58	131	3	67	9.4e-09	34.6	pfam07883	Cupin_2	71
2608289640	89	15	89	1	74	9.0e-23	80.1	pfam07864	DUF1651	75
2608289642	86	2	76	79	152	2.0e-04	21.6	pfam00504	Chloroa_b-bind	156
2608289643	42	1	32	131	155	7.0e-05	23.1	pfam00504	Chloroa_b-bind	156
2608289650	363	3	207	2	91	7.4e-21	74.2	pfam01926	MMR_HSR1	116
2608289650	363	279	362	1	84	1.0e-37	127.7	pfam06071	YchF-GTPase_C	84
2608289651	353	45	343	1	328	3.3e-42	144.8	pfam12700	HlyD_2	328
2608289652	976	11	189	3	168	3.0e-45	153.6	pfam02739	5_3_exonuc_N	169
2608289652	976	191	301	1	97	8.1e-26	90.2	pfam01367	5_3_exonuc	101
2608289652	976	360	546	2	173	4.1e-22	78.5	pfam01612	DNA_pol_A_exo1	176
2608289652	976	578	975	4	382	1.2e-109	366.4	pfam00476	DNA_pol_A	383
