gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2608289347	1098	1	127	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp domain	
2608289347	1098	568	695	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp domain	
2608289347	1098	1	24	ProSiteProfiles	PS51257			
2608289347	1098	128	401	SUPERFAMILY	SSF56059			
2608289347	1098	693	959	SUPERFAMILY	SSF56059			
2608289349	106	2	103	SUPERFAMILY	SSF81301			
2608289354	331	6	259	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289354	331	51	238	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289354	331	36	248	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289360	113	19	69	SMART	SM00507	IPR003615	HNH nuclease	
2608289368	131	2	113	SUPERFAMILY	SSF53271			
2608289369	154	2	139	SUPERFAMILY	SSF52309			
2608289370	68	23	35	ProSitePatterns	PS01181	IPR018278	Ribosomal protein S21, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608289371	106	53	72	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
2608289371	106	86	105	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
2608289371	106	46	104	SUPERFAMILY	SSF47794	IPR010995	DNA repair Rad51/transcription factor NusA, alpha-helical	GO:0000166
2608289372	197	1	196	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289373	388	1	19	ProSiteProfiles	PS51257			
2608289373	388	6	198	SUPERFAMILY	SSF51905			
2608289373	388	357	387	SUPERFAMILY	SSF51905			
2608289377	226	11	201	SUPERFAMILY	SSF52317			
2608289378	154	1	154	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2608289378	154	1	152	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2608289388	238	3	106	SUPERFAMILY	SSF56281			
2608289390	868	12	201	SUPERFAMILY	SSF63737			
2608289390	868	214	459	SUPERFAMILY	SSF55486			
2608289394	391	317	388	SUPERFAMILY	SSF51246	IPR011054	Rudiment single hybrid motif	
2608289394	391	115	305	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2608289394	391	9	108	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp domain	
2608289394	391	109	312	SUPERFAMILY	SSF56059			
2608289396	159	1	159	ProSiteProfiles	PS51355	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
2608289396	159	5	158	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289399	335	102	120	ProSitePatterns	PS01136	IPR018517	tRNA-dihydrouridine synthase, conserved site	GO:0008033|GO:0017150|GO:0050660|GO:0055114
2608289399	335	19	325	SUPERFAMILY	SSF51395			
2608289404	139	3	134	SUPERFAMILY	SSF54637			
2608289407	134	4	125	SUPERFAMILY	SSF161084			
2608289409	94	1	84	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2608289421	135	1	132	SUPERFAMILY	SSF82784	IPR003718	Peroxiredoxin, OsmC-like protein	GO:0006950
2608289429	261	4	260	SUPERFAMILY	SSF81345			
2608289430	144	20	137	SUPERFAMILY	SSF46785			
2608289431	256	4	250	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289431	256	30	228	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289431	256	152	166	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608289431	256	4	94	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289431	256	121	242	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289432	516	45	146	SUPERFAMILY	SSF53807			
2608289432	516	277	499	SUPERFAMILY	SSF53807			
2608289433	449	355	448	SMART	SM00833	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
2608289433	449	356	448	SUPERFAMILY	SSF90002	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
2608289433	449	6	211	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289434	357	53	93	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
2608289434	357	96	134	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
2608289434	357	136	173	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
2608289434	357	176	214	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
2608289434	357	189	223	ProSiteProfiles	PS50082	IPR001680	WD40 repeat	GO:0005515
2608289434	357	216	254	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
2608289434	357	261	300	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
2608289434	357	268	296	ProSiteProfiles	PS50082	IPR001680	WD40 repeat	GO:0005515
2608289434	357	306	344	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
2608289434	357	30	345	SUPERFAMILY	SSF50978	IPR017986	WD40-repeat-containing domain	GO:0005515
2608289434	357	61	102	ProSiteProfiles	PS50294	IPR017986	WD40-repeat-containing domain	GO:0005515
2608289434	357	182	353	ProSiteProfiles	PS50294	IPR017986	WD40-repeat-containing domain	GO:0005515
2608289439	480	57	220	SUPERFAMILY	SSF56059			
2608289439	480	326	471	SUPERFAMILY	SSF56059			
2608289441	285	174	238	SMART	SM00460	IPR002931	Transglutaminase-like	
2608289441	285	7	251	SUPERFAMILY	SSF54001			
2608289442	173	26	143	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2608289443	172	43	146	SUPERFAMILY	SSF141571			
2608289446	289	20	282	SUPERFAMILY	SSF53613			
2608289448	409	21	406	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2608289448	409	225	409	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2608289449	516	218	327	SUPERFAMILY	SSF53474			
2608289449	516	367	441	SUPERFAMILY	SSF53474			
2608289450	340	102	331	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2608289450	340	97	166	SUPERFAMILY	SSF161098			
2608289450	340	203	325	SUPERFAMILY	SSF161098			
2608289451	523	28	517	SUPERFAMILY	SSF53850			
2608289453	433	357	433	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2608289453	433	181	203	ProSitePatterns	PS01042	IPR019811	Homoserine dehydrogenase, conserved site	GO:0006520|GO:0055114
2608289453	433	1	156	SUPERFAMILY	SSF51735			
2608289453	433	135	306	SUPERFAMILY	SSF55347			
2608289453	433	355	424	SUPERFAMILY	SSF55021			
2608289454	139	5	138	SUPERFAMILY	SSF82649			
2608289455	185	6	184	SUPERFAMILY	SSF100950			
2608289456	157	2	152	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2608289456	157	112	147	ProSitePatterns	PS01321	IPR020563	Crossover junction endodeoxyribonuclease RuvC, magnesium-binding site	GO:0008821
2608289457	362	33	215	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289457	362	8	342	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289458	249	5	165	SUPERFAMILY	SSF75217			
2608289459	100	22	99	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2608289459	100	26	100	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2608289460	70	32	61	SUPERFAMILY	SSF103446	IPR003683	Cytochrome b6/f complex, subunit 5	GO:0009512
2608289461	199	131	137	ProSitePatterns	PS00092	IPR002052	DNA methylase, N-6 adenine-specific, conserved site	GO:0003676|GO:0008168|GO:0032259
2608289461	199	9	193	SUPERFAMILY	SSF53335			
2608289462	205	3	205	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2608289462	205	3	203	SUPERFAMILY	SSF52317			
2608289463	107	1	107	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2608289463	107	3	107	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289463	107	24	42	ProSitePatterns	PS00194	IPR017937	Thioredoxin, conserved site	GO:0045454
2608289465	387	9	372	SUPERFAMILY	SSF51412			
2608289466	863	22	480	SMART	SM00434	IPR002205	DNA topoisomerase, type IIA, subunit A/C-terminal	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2608289466	863	41	502	SUPERFAMILY	SSF56719	IPR013760	DNA topoisomerase, type IIA-like domain	GO:0003918|GO:0005524
2608289466	863	514	858	SUPERFAMILY	SSF101904			
2608289467	403	2	169	SUPERFAMILY	SSF51905			
2608289467	403	259	392	SUPERFAMILY	SSF51905			
2608289468	527	12	414	SUPERFAMILY	SSF88713	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	GO:0003824|GO:0005975
2608289468	527	419	526	SUPERFAMILY	SSF88688			
2608289469	546	8	271	ProSiteProfiles	PS50991	IPR000891	Pyruvate carboxyltransferase	GO:0003824
2608289469	546	15	31	ProSitePatterns	PS00815	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
2608289469	546	205	218	ProSitePatterns	PS00816	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
2608289469	546	386	518	SMART	SM00917	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
2608289469	546	410	517	SUPERFAMILY	SSF110921	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
2608289469	546	5	308	SUPERFAMILY	SSF51569			
2608289471	490	273	429	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2608289471	490	276	420	SUPERFAMILY	SSF109604			
2608289472	298	264	272	ProSitePatterns	PS00767	IPR020867	Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site	GO:0003824|GO:0009396|GO:0055114
2608289472	298	3	121	SUPERFAMILY	SSF53223			
2608289472	298	123	284	SUPERFAMILY	SSF51735			
2608289473	300	87	103	ProSitePatterns	PS00723	IPR000092	Polyprenyl synthetase	GO:0008299
2608289473	300	219	231	ProSitePatterns	PS00444	IPR000092	Polyprenyl synthetase	GO:0008299
2608289473	300	13	287	SUPERFAMILY	SSF48576	IPR008949	Terpenoid synthase	
2608289475	463	244	446	ProSiteProfiles	PS51274	IPR017929	CobB/CobQ glutamine amidotransferase	
2608289475	463	4	189	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289475	463	244	454	SUPERFAMILY	SSF52317			
2608289477	507	194	200	ProSitePatterns	PS00069	IPR019796	Glucose-6-phosphate dehydrogenase, active site	GO:0004345|GO:0006006|GO:0055114
2608289477	507	9	207	SUPERFAMILY	SSF51735			
2608289477	507	194	505	SUPERFAMILY	SSF55347			
2608289478	370	86	210	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2608289478	370	70	212	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2608289478	370	214	370	SUPERFAMILY	SSF52343			
2608289479	175	35	174	SUPERFAMILY	SSF55961			
2608289481	372	206	362	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2608289481	372	248	360	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2608289481	372	140	203	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2608289481	372	147	360	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2608289481	372	126	191	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2608289481	372	2	96	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289484	331	146	161	ProSitePatterns	PS00114	IPR000842	Phosphoribosyl pyrophosphate synthetase, conserved site	GO:0000287|GO:0004749|GO:0009156|GO:0044249
2608289484	331	87	322	SUPERFAMILY	SSF53271			
2608289485	506	6	503	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2608289486	164	35	95	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2608289486	164	28	73	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2608289487	552	127	476	ProSiteProfiles	PS50011	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
2608289487	552	98	161	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2608289487	552	196	344	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2608289488	463	219	233	ProSitePatterns	PS00703	IPR000310	Orn/Lys/Arg decarboxylase, major domain	GO:0003824
2608289488	463	328	446	SUPERFAMILY	SSF55904	IPR008286	Orn/Lys/Arg decarboxylase, C-terminal	GO:0003824
2608289488	463	9	361	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2608289489	285	239	265	ProSitePatterns	PS01315	IPR000374	Phosphatidate cytidylyltransferase	GO:0016020|GO:0016772
2608289490	299	7	297	SUPERFAMILY	SSF53474			
2608289491	363	148	176	ProSitePatterns	PS00913	IPR018211	Alcohol dehydrogenase, iron-type, conserved site	GO:0016491|GO:0046872|GO:0055114
2608289491	363	3	356	SUPERFAMILY	SSF56796			
2608289492	842	418	453	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2608289492	842	201	346	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289492	842	555	737	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289492	842	296	308	ProSitePatterns	PS00870	IPR018368	ClpA/B, conserved site 1	GO:0005524
2608289492	842	736	826	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2608289492	842	164	480	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289492	842	504	824	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289492	842	589	607	ProSitePatterns	PS00871	IPR028299	ClpA/B, conserved site 2	
2608289492	842	3	143	SUPERFAMILY	SSF81923			
2608289493	146	2	144	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2608289493	146	1	143	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2608289494	457	290	451	SUPERFAMILY	SSF50621	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824
2608289494	457	249	266	ProSitePatterns	PS00879	IPR022657	Orn/DAP/Arg decarboxylase 2, conserved site	
2608289494	457	49	315	SUPERFAMILY	SSF51419			
2608289495	301	41	241	SUPERFAMILY	SSF143597			
2608289496	267	20	245	SUPERFAMILY	SSF64005	IPR001441	Decaprenyl diphosphate synthase-like	GO:0016765
2608289496	267	196	213	ProSitePatterns	PS01066	IPR018520	Di-trans-poly-cis-decaprenylcistransferase-like, conserved site	GO:0016765
2608289497	335	51	264	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
2608289497	335	229	321	SMART	SM00876	IPR010722	Biotin and thiamin synthesis-associated domain	
2608289497	335	14	319	SUPERFAMILY	SSF102114			
2608289498	310	95	250	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2608289498	310	117	222	SMART	SM00450	IPR001763	Rhodanese-like domain	
2608289498	310	127	225	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2608289500	299	61	279	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
2608289500	299	29	298	SUPERFAMILY	SSF102114			
2608289501	199	81	166	SMART	SM00493	IPR006171	Toprim domain	
2608289501	199	81	175	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2608289501	199	58	79	ProSitePatterns	PS01300	IPR015967	Recombination protein RecR, conserved site	GO:0006281|GO:0006310
2608289501	199	3	198	SUPERFAMILY	SSF111304	IPR023627	Recombination protein RecR	
2608289502	185	33	183	SUPERFAMILY	SSF55724	IPR016123	Mog1/PsbP, alpha/beta/alpha sandwich	
2608289502	185	1	24	ProSiteProfiles	PS51257			
2608289503	590	352	586	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289503	590	377	563	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289503	590	17	333	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289503	590	25	318	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289503	590	489	503	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608289503	590	346	587	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289505	593	200	208	ProSitePatterns	PS00039	IPR000629	RNA helicase, ATP-dependent, DEAD-box, conserved site	GO:0003676|GO:0005524|GO:0008026
2608289505	593	280	424	ProSiteProfiles	PS51194	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2608289505	593	304	385	SMART	SM00490	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2608289505	593	70	269	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2608289505	593	82	254	ProSiteProfiles	PS51192	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2608289505	593	51	79	ProSiteProfiles	PS51195	IPR014014	RNA helicase, DEAD-box type, Q motif	
2608289505	593	121	406	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289506	566	136	350	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289506	566	391	565	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289507	1208	893	1208	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
2608289507	1208	1	474	ProSiteProfiles	PS51198	IPR014016	UvrD-like Helicase, ATP-binding domain	GO:0005524
2608289507	1208	486	741	ProSiteProfiles	PS51217	IPR014017	DNA helicase, UvrD-like, C-terminal	GO:0005524|GO:0016787
2608289507	1208	7	66	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289507	1208	110	195	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289507	1208	348	759	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289507	1208	798	824	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289509	1060	775	1058	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
2608289509	1060	2	335	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289509	1060	334	740	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289511	238	1	236	SUPERFAMILY	SSF63892	IPR004569	Pyridoxal phosphate (active vitamin B6) biosynthesis PdxJ	GO:0005737|GO:0008615|GO:0033856
2608289512	224	51	172	SMART	SM00563	IPR002123	Phospholipid/glycerol acyltransferase	GO:0008152|GO:0016746
2608289512	224	25	202	SUPERFAMILY	SSF69593			
2608289513	171	41	83	SUPERFAMILY	SSF48452			
2608289513	171	115	156	SUPERFAMILY	SSF48452			
2608289514	76	1	76	SUPERFAMILY	SSF82657	IPR002634	BolA protein	
2608289515	107	6	107	ProSiteProfiles	PS51354	IPR002109	Glutaredoxin	GO:0009055|GO:0015035|GO:0045454
2608289515	107	6	101	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289517	245	25	131	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608289517	245	26	135	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608289517	245	164	240	SMART	SM00862	IPR001867	Signal transduction response regulator, C-terminal	GO:0000156|GO:0000160|GO:0003677|GO:0006355
2608289517	245	24	190	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2608289519	514	5	338	SUPERFAMILY	SSF51905			
2608289519	514	465	503	SUPERFAMILY	SSF51905			
2608289520	470	351	374	ProSitePatterns	PS01281	IPR020595	Glucose-inhibited division protein A-related, conserved site	
2608289520	470	3	240	SUPERFAMILY	SSF51905			
2608289520	470	272	380	SUPERFAMILY	SSF51905			
2608289523	384	83	384	SUPERFAMILY	SSF56935			
2608289524	371	70	371	SUPERFAMILY	SSF56935			
2608289527	170	6	160	SUPERFAMILY	SSF53271			
2608289533	173	6	64	SMART	SM00271	IPR001623	DnaJ domain	
2608289533	173	7	64	ProSiteProfiles	PS50076	IPR001623	DnaJ domain	
2608289533	173	9	66	SUPERFAMILY	SSF46565	IPR001623	DnaJ domain	
2608289538	44	9	40	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
2608289539	360	15	344	SUPERFAMILY	SSF81483	IPR000484	Photosynthetic reaction centre, L/M	GO:0009772|GO:0019684|GO:0045156
2608289539	360	192	218	ProSitePatterns	PS00244	IPR000484	Photosynthetic reaction centre, L/M	GO:0009772|GO:0019684|GO:0045156
2608289546	546	504	545	ProSiteProfiles	PS50966	IPR007527	Zinc finger, SWIM-type	GO:0008270
2608289547	485	178	418	ProSiteProfiles	PS50878	IPR000477	Reverse transcriptase domain	GO:0003723|GO:0003964|GO:0006278
2608289547	485	179	411	SUPERFAMILY	SSF56672			
2608289551	364	4	81	SMART	SM00773	IPR008893	WGR domain	
2608289551	364	17	76	SUPERFAMILY	SSF142921	IPR008893	WGR domain	
2608289551	364	171	274	ProSiteProfiles	PS50160	IPR012310	DNA ligase, ATP-dependent, central	GO:0003910|GO:0005524|GO:0006281|GO:0006310
2608289551	364	95	275	SUPERFAMILY	SSF56091			
2608289559	217	32	205	SUPERFAMILY	SSF53335			
2608289560	151	2	76	SUPERFAMILY	SSF54523			
2608289561	210	3	210	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289562	246	5	242	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289562	246	30	219	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289562	246	143	157	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608289562	246	4	241	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289563	343	136	330	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2608289563	343	131	326	SUPERFAMILY	SSF161098			
2608289564	297	73	285	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2608289564	297	69	278	SUPERFAMILY	SSF161098			
2608289565	349	38	269	SMART	SM00062	IPR001638	Extracellular solute-binding protein, family 3	GO:0005215|GO:0006810
2608289565	349	1	19	ProSiteProfiles	PS51257			
2608289565	349	29	259	SUPERFAMILY	SSF53850			
2608289569	320	2	271	SUPERFAMILY	SSF51735			
2608289571	187	30	142	SUPERFAMILY	SSF54523			
2608289574	84	49	77	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
2608289579	98	65	95	SUPERFAMILY	SSF161045			
2608289584	606	72	488	SUPERFAMILY	SSF56954			
2608289585	982	744	979	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289585	982	770	956	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289585	982	273	398	ProSiteProfiles	PS50990	IPR005074	Peptidase C39, bacteriocin processing	GO:0005524|GO:0006508|GO:0008233|GO:0016021
2608289585	982	415	726	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289585	982	430	709	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289585	982	882	896	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608289585	982	25	129	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2608289585	982	733	978	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289586	317	58	213	SUPERFAMILY	SSF111369			
2608289588	891	197	458	SUPERFAMILY	SSF52743	IPR000209	Peptidase S8/S53 domain	GO:0004252|GO:0006508
2608289588	891	261	271	ProSitePatterns	PS00137	IPR022398	Peptidase S8, subtilisin, His-active site	
2608289588	891	224	235	ProSitePatterns	PS00136	IPR023827	Peptidase S8, subtilisin,  Asp-active site	
2608289588	891	417	427	ProSitePatterns	PS00138	IPR023828	Peptidase S8, subtilisin, Ser-active site	
2608289590	446	205	233	ProSitePatterns	PS00874	IPR001992	Type II secretion system conserved site	GO:0009306|GO:0016020
2608289591	358	193	207	ProSitePatterns	PS00662	IPR001482	Type II secretion system protein E	GO:0005524|GO:0006810
2608289591	358	4	335	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289592	594	197	584	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289599	207	12	32	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2608289599	207	14	100	SUPERFAMILY	SSF54523			
2608289602	221	38	58	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2608289602	221	40	183	SUPERFAMILY	SSF54523			
2608289604	189	13	119	SUPERFAMILY	SSF54523			
2608289605	632	21	190	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2608289605	632	21	54	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608289605	632	89	122	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608289605	632	89	122	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608289605	632	123	156	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608289605	632	123	156	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608289605	632	157	190	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608289605	632	157	190	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608289605	632	25	191	SUPERFAMILY	SSF48452			
2608289606	239	20	188	SUPERFAMILY	SSF53335			
2608289607	240	3	64	SMART	SM00363	IPR002942	RNA-binding S4 domain	GO:0003723
