gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2608289263	634	100	1	634	1	634	0.0e+00	1254.2	KO:K04079	molecular chaperone HtpG		Yes
2608289264	383	100	1	383	1	383	0.0e+00	755.4	KO:K02502	ATP phosphoribosyltransferase regulatory subunit		Yes
2608289265	282	100	1	282	1	282	0.0e+00	568.2	KO:K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	EC:3.1.3.25	Yes
2608289266	124	99.2	1	124	1	124	0.0e+00	259.6	KO:K02639	ferredoxin		Yes
2608289268	665	100	1	665	1	665	0.0e+00	1301.2	KO:K04043	molecular chaperone DnaK		Yes
2608289271	145	100	1	145	1	145	0.0e+00	302	KO:K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	EC:5.2.1.8	Yes
2608289272	574	100	1	574	1	574	0.0e+00	1141.7	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:3.5.4.25	Yes
2608289272	574	100	1	574	1	574	0.0e+00	1141.7	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:4.1.99.12	Yes
2608289273	351	100	1	351	1	351	0.0e+00	705.3	KO:K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	EC:1.2.1.38	Yes
2608289274	244	100	1	244	1	244	0.0e+00	481.1	KO:K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	EC:2.1.2.2	Yes
2608289275	527	100	1	527	1	527	0.0e+00	1051.6	KO:K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]	EC:5.3.1.9	Yes
2608289276	856	99.9	1	856	1	856	0.0e+00	1750.7	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	Yes
2608289277	286	100	1	286	1	286	0.0e+00	589.7	KO:K01778	diaminopimelate epimerase [EC:5.1.1.7]	EC:5.1.1.7	Yes
2608289278	390	100	1	390	1	390	0.0e+00	783.5	KO:K04487	cysteine desulfurase [EC:2.8.1.7]	EC:2.8.1.7	Yes
2608289280	405	99.8	1	405	1	405	0.0e+00	809.3	KO:K07259	D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	EC:3.4.16.4	Yes
2608289280	405	99.8	1	405	1	405	0.0e+00	809.3	KO:K07259	D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	EC:3.4.21.-	Yes
2608289281	157	100	1	157	1	157	0.0e+00	312	KO:K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	EC:2.7.7.3	Yes
2608289283	652	100	1	652	1	652	0.0e+00	1289.2	KO:K03703	excinuclease ABC subunit C		Yes
2608289284	188	99.5	1	188	1	188	0.0e+00	370.5	KO:K08973	putative membrane protein		Yes
2608289285	215	100	1	215	1	215	0.0e+00	445.3	KO:K07053			Yes
2608289286	1245	100	1	1245	1	1245	0.0e+00	2505.7	KO:K02230	cobaltochelatase CobN [EC:6.6.1.2]	EC:6.6.1.2	Yes
2608289287	304	100	1	304	1	304	0.0e+00	600.9	KO:K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	EC:2.6.1.42	Yes
2608289288	1188	100	1	1188	1	1188	0.0e+00	2350.9	KO:K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	EC:2.1.1.13	Yes
2608289290	127	100	1	127	1	127	0.0e+00	275.8	KO:K09966	hypothetical protein		Yes
2608289291	276	100	1	276	1	276	0.0e+00	576.6	KO:K00988	ATP adenylyltransferase [EC:2.7.7.53]	EC:2.7.7.53	Yes
2608289295	814	100	1	814	1	814	0.0e+00	1596.6	KO:K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
2608289296	64	100	1	64	1	64	3.3e-30	131.7	KO:K02913	large subunit ribosomal protein L33		Yes
2608289297	73	100	1	73	1	73	1.1e-34	146.7	KO:K02963	small subunit ribosomal protein S18		Yes
2608289298	394	99.7	1	394	1	394	0.0e+00	780.8	KO:K01147	exoribonuclease II [EC:3.1.13.1]	EC:3.1.13.1	Yes
2608289299	511	100	1	511	1	511	0.0e+00	1052.7	KO:K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	EC:6.1.1.10	Yes
2608289303	186	100	1	186	1	186	0.0e+00	374	KO:K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	EC:2.7.1.156	Yes
2608289303	186	100	1	186	1	186	0.0e+00	374	KO:K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	EC:2.7.7.62	Yes
2608289304	160	99.4	1	160	1	160	0.0e+00	323.2	KO:K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	EC:2.1.1.207	Yes
2608289306	95	100	1	95	1	95	0.0e+00	194.9	KO:K06891	ATP-dependent Clp protease adaptor protein ClpS		Yes
2608289315	194	100	1	194	1	194	0.0e+00	402.9	KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	Yes
2608289317	584	99.8	1	584	1	584	0.0e+00	1115.9	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	Yes
2608289318	56	100	1	56	1	56	8.1e-25	113.6	KO:K02911	large subunit ribosomal protein L32		Yes
2608289321	115	100	1	115	1	115	0.0e+00	252.3	KO:K06940			Yes
2608289324	739	84.2	1	739	14	753	0.0e+00	1263.4	KO:K12573	ribonuclease R [EC:3.1.-.-]	EC:3.1.-	Yes
2608289327	390	100	1	390	1	390	0.0e+00	796.2	KO:K04035	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]	EC:1.14.13.81	Yes
2608289328	474	100	1	474	1	474	0.0e+00	939.5	KO:K03568	TldD protein		Yes
2608289329	450	100	1	450	1	450	0.0e+00	885.9	KO:K03592	PmbA protein		Yes
2608289330	328	99.7	1	328	1	328	0.0e+00	643.7	KO:K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	EC:2.1.2.9	Yes
2608289332	1174	100	1	1174	1	1174	0.0e+00	2326.6	KO:K03723	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	EC:3.6.4.-	Yes
2608289338	384	100	1	384	1	384	0.0e+00	768.1	KO:K03185	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	EC:1.14.13.-	Yes
2608289340	282	100	1	282	1	282	0.0e+00	556.2	KO:K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	EC:1.17.1.8	Yes
2608289341	1336	100	1	1336	1	1336	0.0e+00	2659.4	KO:K03403	magnesium chelatase subunit H [EC:6.6.1.1]	EC:6.6.1.1	Yes
2608289342	284	99.6	1	284	1	284	0.0e+00	565.1	KO:K00796	dihydropteroate synthase [EC:2.5.1.15]	EC:2.5.1.15	Yes
2608289343	230	100	1	230	12	241	0.0e+00	464.9	KO:K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]	EC:5.3.1.1	Yes
2608289344	58	100	1	58	1	58	7.6e-26	117.1	KO:K14761	ribosome-associated protein		Yes
2608289345	568	99.8	1	568	1	568	0.0e+00	1095.1	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2608289347	1098	100	1	1098	1	1098	0.0e+00	2145.5	KO:K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
2608289349	106	100	1	106	11	116	0.0e+00	215.7	KO:K09710	ribosome-associated protein		Yes
2608289351	321	100	1	321	1	321	0.0e+00	641.7	KO:K01424	L-asparaginase [EC:3.5.1.1]	EC:3.5.1.1	Yes
2608289354	331	100	1	331	1	331	0.0e+00	648.3	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2608289355	264	100	1	264	1	264	0.0e+00	532.3	KO:K01992	ABC-2 type transport system permease protein		Yes
2608289356	264	100	1	264	1	264	0.0e+00	525.8	KO:K01992	ABC-2 type transport system permease protein		Yes
2608289359	270	100	1	270	1	270	0.0e+00	517.3	KO:K07090			Yes
2608289370	68	98.3	11	68	1	58	2.6e-25	115.5	KO:K02970	small subunit ribosomal protein S21		Yes
2608289372	197	100	1	197	1	197	0.0e+00	393.3	KO:K00876	uridine kinase [EC:2.7.1.48]	EC:2.7.1.48	Yes
2608289377	226	87.6	1	226	1	226	0.0e+00	417.9	KO:K01256	aminopeptidase N [EC:3.4.11.2]	EC:3.4.11.2	Yes
2608289390	868	100	1	868	1	868	0.0e+00	1744.2	KO:K01256	aminopeptidase N [EC:3.4.11.2]	EC:3.4.11.2	Yes
2608289394	391	100	1	391	1	391	0.0e+00	765.4	KO:K08289	phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]	EC:2.1.2.2	Yes
2608289396	159	100	1	159	1	159	0.0e+00	325.1	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	Yes
2608289404	139	100	1	139	1	139	0.0e+00	279.6	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	Yes
2608289429	261	100	1	261	1	261	0.0e+00	496.5	KO:K02075	zinc/manganese transport system permease protein		Yes
2608289430	144	100	1	144	1	144	0.0e+00	300.8	KO:K03711	Fur family transcriptional regulator, ferric uptake regulator		Yes
2608289431	256	100	1	256	1	256	0.0e+00	503.1	KO:K02074	zinc/manganese transport system ATP-binding protein		Yes
2608289432	516	100	1	516	1	516	0.0e+00	1051.6	KO:K02077	zinc/manganese transport system substrate-binding protein		Yes
2608289446	289	100	1	289	1	289	0.0e+00	585.9	KO:K00852	ribokinase [EC:2.7.1.15]	EC:2.7.1.15	Yes
2608289450	340	100	1	340	1	340	0.0e+00	656.4	KO:K02033	peptide/nickel transport system permease protein		Yes
2608289451	523	100	1	523	1	523	0.0e+00	1030.8	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2608289453	433	100	1	433	1	433	0.0e+00	842	KO:K00003	homoserine dehydrogenase [EC:1.1.1.3]	EC:1.1.1.3	Yes
2608289454	139	100	1	139	1	139	0.0e+00	276.6	KO:K02426	cysteine desulfuration protein SufE		Yes
2608289456	157	99.4	1	157	1	157	0.0e+00	306.6	KO:K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	EC:3.1.22.4	Yes
2608289457	362	99.7	1	362	1	362	0.0e+00	702.2	KO:K03405	magnesium chelatase subunit I [EC:6.6.1.1]	EC:6.6.1.1	Yes
2608289458	249	100	1	249	1	249	0.0e+00	493.8	KO:K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	Yes
2608289462	205	99.5	1	205	1	205	0.0e+00	416	KO:K02501	glutamine amidotransferase [EC:2.4.2.-]	EC:2.4.2.-	Yes
2608289463	107	100	1	107	1	107	0.0e+00	218.4	KO:K03671	thioredoxin 1		Yes
2608289465	387	99.7	1	387	1	387	0.0e+00	763.8	KO:K00088	IMP dehydrogenase [EC:1.1.1.205]	EC:1.1.1.205	Yes
2608289466	863	100	1	863	1	863	0.0e+00	1669.4	KO:K02469	DNA gyrase subunit A [EC:5.99.1.3]	EC:5.99.1.3	Yes
2608289467	403	100	1	403	1	403	0.0e+00	810.8	KO:K06443	lycopene beta-cyclase [EC:5.5.1.19]	EC:5.5.1.19	Yes
2608289469	546	100	1	546	1	546	0.0e+00	1065.8	KO:K01649	2-isopropylmalate synthase [EC:2.3.3.13]	EC:2.3.3.13	Yes
2608289471	490	99.8	1	490	1	490	0.0e+00	947.6	KO:K07037			Yes
2608289472	298	100	1	298	1	298	0.0e+00	582.8	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:1.5.1.5	Yes
2608289472	298	100	1	298	1	298	0.0e+00	582.8	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:3.5.4.9	Yes
2608289473	300	100	1	300	1	300	0.0e+00	585.9	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	Yes
2608289473	300	100	1	300	1	300	0.0e+00	585.9	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.10	Yes
2608289473	300	100	1	300	1	300	0.0e+00	585.9	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.29	Yes
2608289474	159	100	1	159	1	159	0.0e+00	310.1	KO:K09775	hypothetical protein		Yes
2608289475	463	100	1	463	1	463	0.0e+00	936.4	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.11	Yes
2608289475	463	100	1	463	1	463	0.0e+00	936.4	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.9	Yes
2608289477	507	100	1	507	1	507	0.0e+00	1035.4	KO:K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49]	EC:1.1.1.49	Yes
2608289478	370	100	1	370	1	370	0.0e+00	756.1	KO:K02641	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	Yes
2608289481	372	99.7	1	372	1	372	0.0e+00	730.7	KO:K08479	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]	EC:2.7.13.3	Yes
2608289484	331	99.7	1	331	1	331	0.0e+00	641	KO:K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	EC:2.7.6.1	Yes
2608289485	506	100	1	506	1	506	0.0e+00	1069.7	KO:K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	EC:2.4.1.25	Yes
2608289488	463	100	1	463	1	463	0.0e+00	932.2	KO:K01583	arginine decarboxylase [EC:4.1.1.19]	EC:4.1.1.19	Yes
2608289489	285	100	1	285	1	285	0.0e+00	558.5	KO:K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]	EC:2.7.7.41	Yes
2608289491	363	100	1	363	1	363	0.0e+00	722.2	KO:K00005	glycerol dehydrogenase [EC:1.1.1.6]	EC:1.1.1.6	Yes
2608289492	842	100	1	842	1	842	0.0e+00	1612.8	KO:K03696	ATP-dependent Clp protease ATP-binding subunit ClpC		Yes
2608289493	146	100	1	146	1	146	0.0e+00	296.2	KO:K03789	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	EC:2.3.1.128	Yes
2608289494	457	100	1	457	1	457	0.0e+00	925.2	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2608289496	267	100	1	267	1	267	0.0e+00	531.6	KO:K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]	EC:2.5.1.31	Yes
2608289497	335	100	1	335	1	335	0.0e+00	672.2	KO:K01012	biotin synthase [EC:2.8.1.6]	EC:2.8.1.6	Yes
2608289498	310	100	1	310	1	310	0.0e+00	635.2	KO:K07146	UPF0176 protein		Yes
2608289500	299	100	1	299	1	299	0.0e+00	606.3	KO:K03644	lipoic acid synthetase [EC:2.8.1.8]	EC:2.8.1.8	Yes
2608289501	199	99.5	1	199	1	199	0.0e+00	391.7	KO:K06187	recombination protein RecR		Yes
2608289502	185	100	1	185	1	185	0.0e+00	374.4	KO:K02717	photosystem II oxygen-evolving enhancer protein 2		Yes
2608289503	590	100	1	590	1	590	0.0e+00	1141.7	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2608289505	593	100	1	593	1	593	0.0e+00	1166.8	KO:K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	EC:3.6.4.13	Yes
2608289506	566	100	1	566	1	566	0.0e+00	1119.4	KO:K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2608289507	1208	100	1	1208	1	1208	0.0e+00	2433.3	KO:K03582	exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2608289509	1060	99.9	1	1060	1	1060	0.0e+00	2118.6	KO:K03583	exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2608289511	238	100	1	238	1	238	0.0e+00	464.2	KO:K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	EC:2.6.99.2	Yes
2608289515	107	100	1	107	1	107	0.0e+00	216.1	KO:K07390	monothiol glutaredoxin		Yes
2608289519	514	100	1	514	1	514	0.0e+00	1045.4	KO:K09835	prolycopene isomerase [EC:5.2.1.13]	EC:5.2.1.13	Yes
2608289520	470	88.3	1	469	1	469	0.0e+00	840.9	KO:K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme		Yes
2608289527	170	100	1	170	1	170	0.0e+00	326.6	KO:K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	EC:2.4.2.7	Yes
2608289539	360	100	1	360	1	360	0.0e+00	743.8	KO:K02703	photosystem II P680 reaction center D1 protein		Yes
2608289551	364	100	1	364	1	364	0.0e+00	719.9	KO:K01971	DNA ligase (ATP) [EC:6.5.1.1]	EC:6.5.1.1	Yes
2608289562	246	100	1	246	1	246	0.0e+00	476.9	KO:K09972	general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2608289563	343	100	1	343	1	343	0.0e+00	681.4	KO:K09971	general L-amino acid transport system permease protein		Yes
2608289564	297	100	1	297	1	297	0.0e+00	579.7	KO:K09970	general L-amino acid transport system permease protein		Yes
2608289565	349	100	1	349	1	349	0.0e+00	689.1	KO:K09969	general L-amino acid transport system substrate-binding protein		Yes
2608289579	98	100	1	98	1	98	0.0e+00	206.1	KO:K02708	photosystem II cytochrome b559 subunit beta		Yes
2608289585	982	99.9	1	982	1	982	0.0e+00	1903.3	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2608289586	317	100	1	317	1	317	0.0e+00	605.9	KO:K02022	HlyD family secretion protein		Yes
2608289589	282	100	1	282	1	282	0.0e+00	563.5	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:2.1.1.-	Yes
2608289589	282	100	1	282	1	282	0.0e+00	563.5	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:3.4.23.43	Yes
2608289590	446	100	1	446	1	446	0.0e+00	850.1	KO:K02653	type IV pilus assembly protein PilC		Yes
2608289591	358	100	1	358	1	358	0.0e+00	694.5	KO:K02669	twitching motility protein PilT		Yes
2608289592	594	100	1	594	1	594	0.0e+00	1155.6	KO:K02652	type IV pilus assembly protein PilB		Yes
2608289597	556	100	1	556	1	556	0.0e+00	1077	KO:K02666	type IV pilus assembly protein PilQ		Yes
2608289607	240	100	1	240	1	240	0.0e+00	475.7	KO:K06182	23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	EC:5.4.99.21	Yes
2608289635	449	99.8	1	449	1	449	0.0e+00	871.7	KO:K03308	neurotransmitter:Na+ symporter, NSS family		Yes
2608289650	363	100	1	363	1	363	0.0e+00	702.2	KO:K06942			Yes
2608289651	353	100	1	353	1	353	0.0e+00	678.3	KO:K02005	HlyD family secretion protein		Yes
2608289652	976	100	1	976	1	976	0.0e+00	1918.7	KO:K02335	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	Yes
2608289653	489	100	1	489	1	489	0.0e+00	983	KO:K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	EC:6.1.1.16	Yes
2608289654	408	99.8	1	408	1	408	0.0e+00	812.4	KO:K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	EC:1.1.1.267	Yes
2608289658	360	100	1	360	3	362	0.0e+00	738.4	KO:K07019			Yes
2608289659	479	100	1	479	1	479	0.0e+00	917.5	KO:K00325	NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]	EC:1.6.1.2	Yes
2608289660	97	100	1	97	1	97	0.0e+00	187.6	KO:K00324	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	EC:1.6.1.2	Yes
2608289661	376	100	1	376	16	391	0.0e+00	721.5	KO:K00324	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	EC:1.6.1.2	Yes
2608289664	458	100	1	458	1	458	0.0e+00	924.5	KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	EC:1.8.1.9	Yes
2608289665	88	100	1	88	1	88	4.2e-45	181.8	KO:K02518	translation initiation factor IF-1		Yes
2608289669	174	100	1	174	1	174	0.0e+00	326.6	KO:K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2608289670	201	99.5	1	201	1	201	0.0e+00	408.7	KO:K03767	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	EC:5.2.1.8	Yes
2608289672	358	100	1	358	1	358	0.0e+00	738.8	KO:K02706	photosystem II P680 reaction center D2 protein		Yes
2608289673	460	99.8	1	460	1	460	0.0e+00	964.9	KO:K02705	photosystem II CP43 chlorophyll apoprotein		Yes
2608289675	206	99.5	1	206	1	206	0.0e+00	412.5	KO:K06287	septum formation protein		Yes
2608289676	509	100	1	509	1	509	0.0e+00	1029.6	KO:K02232	adenosylcobyric acid synthase [EC:6.3.5.10]	EC:6.3.5.10	Yes
2608289680	343	99.7	1	343	1	343	0.0e+00	679.9	KO:K02012	iron(III) transport system substrate-binding protein		Yes
2608289681	221	100	1	221	1	221	0.0e+00	436	KO:K07336	PKHD-type hydroxylase [EC:1.14.11.-]	EC:1.14.11.-	Yes
2608289684	291	100	22	291	1	270	0.0e+00	573.9	KO:K01878	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	EC:6.1.1.14	Yes
2608289691	352	99.7	1	352	1	352	0.0e+00	729.6	KO:K08921	chlorophyll a/b binding light-harvesting protein PcbD		Yes
2608289692	174	100	1	174	1	174	0.0e+00	353.6	KO:K03839	flavodoxin I		Yes
2608289694	95	100	1	95	1	95	1.4e-45	183.3	KO:K15383	MtN3 and saliva related transmembrane protein		Yes
2608289696	261	80.8	1	260	1	260	0.0e+00	412.1	KO:K07088			Yes
2608289699	358	100	1	358	1	358	0.0e+00	725.3	KO:K03867	UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]	EC:2.4.1.-	Yes
2608289701	269	100	1	269	1	269	0.0e+00	523.1	KO:K04773	protease IV [EC:3.4.21.-]	EC:3.4.21.-	Yes
2608289702	123	100	1	123	1	123	0.0e+00	248.4	KO:K06208	chorismate mutase [EC:5.4.99.5]	EC:5.4.99.5	Yes
2608289704	45	100	1	45	1	45	4.5e-18	90.9	KO:K02914	large subunit ribosomal protein L34		Yes
2608289705	128	100	1	128	1	128	0.0e+00	263.5	KO:K03536	ribonuclease P protein component [EC:3.1.26.5]	EC:3.1.26.5	Yes
2608289707	380	99.7	1	380	1	380	0.0e+00	738.8	KO:K03217	YidC/Oxa1 family membrane protein insertase		Yes
2608289709	431	99.8	7	431	1	425	0.0e+00	846.3	KO:K01875	seryl-tRNA synthetase [EC:6.1.1.11]	EC:6.1.1.11	Yes
2608289710	359	100	1	359	1	359	0.0e+00	691	KO:K01417	putative zinc metalloprotease [EC:3.4.24.-]	EC:3.4.24.-	Yes
2608289711	100	100	1	100	1	100	0.0e+00	206.8	KO:K02954	small subunit ribosomal protein S14		Yes
2608289712	721	99.9	1	721	1	721	0.0e+00	1399	KO:K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	EC:2.7.7.8	Yes
2608289713	298	99.7	1	298	1	298	0.0e+00	601.3	KO:K01082	3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	EC:3.1.3.7	Yes
2608289714	287	100	1	287	1	287	0.0e+00	560.5	KO:K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	EC:2.1.1.198	Yes
2608289718	207	100	1	207	1	207	0.0e+00	424.9	KO:K13018	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]	EC:2.3.1.201	Yes
2608289719	441	100	1	441	1	441	0.0e+00	880.2	KO:K13015	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	EC:1.1.1.136	Yes
2608289720	363	100	1	363	1	363	0.0e+00	728	KO:K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	EC:1.1.1.335	Yes
2608289722	347	100	1	347	1	347	0.0e+00	699.1	KO:K00161	pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]	EC:1.2.4.1	Yes
2608289723	329	100	1	329	1	329	0.0e+00	662.5	KO:K00162	pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]	EC:1.2.4.1	Yes
2608289732	474	100	1	474	1	474	0.0e+00	952.6	KO:K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	EC:1.1.1.22	Yes
2608289733	355	100	1	355	1	355	0.0e+00	728.4	KO:K08679	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	EC:5.1.3.6	Yes
2608289734	476	100	1	476	1	476	0.0e+00	946.4	KO:K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	Yes
2608289735	314	100	1	314	19	332	0.0e+00	642.9	KO:K02377	GDP-L-fucose synthase [EC:1.1.1.271]	EC:1.1.1.271	Yes
2608289736	367	100	1	367	1	367	0.0e+00	747.3	KO:K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	EC:4.2.1.47	Yes
2608289737	352	100	1	352	1	352	0.0e+00	730.3	KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	Yes
2608289744	622	100	1	622	1	622	0.0e+00	1260.7	KO:K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	EC:6.3.5.4	Yes
2608289750	112	54.2	5	111	4	110	1.8e-28	126.7	KO:K01809	mannose-6-phosphate isomerase [EC:5.3.1.8]	EC:5.3.1.8	Yes
2608289753	576	100	1	576	1	576	0.0e+00	1111.7	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2608289755	317	99.7	1	317	1	317	0.0e+00	646.4	KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	Yes
2608289757	327	100	1	327	1	327	0.0e+00	647.5	KO:K07031	D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	EC:2.7.1.168	Yes
2608289758	206	100	1	206	1	206	0.0e+00	409.5	KO:K03271	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	EC:5.3.1.28	Yes
2608289761	521	38.9	19	510	6	490	0.0e+00	351.7	KO:K01654	N-acetylneuraminate synthase [EC:2.5.1.56]	EC:2.5.1.56	Yes
2608289769	289	100	1	289	1	289	0.0e+00	582	KO:K01654	N-acetylneuraminate synthase [EC:2.5.1.56]	EC:2.5.1.56	Yes
2608289771	264	33.7	1	258	8	280	2.5e-36	154.1	KO:K03082	hexulose-6-phosphate isomerase [EC:5.-.-.-]	EC:5.-	Yes
